query_id,user_id,query_city,check_in_date,duration_nights,num_guests,min_star_rating,max_price,required_amenities,query_type
56,159,Mumbai,2023-09-14,1,2,3.242201649808883,10623.822262103211,"[""gym""]",leisure
57,197,Hyderabad,2023-07-03,6,3,3.028964581183587,17062.754924115456,"[""pool""]",family
58,192,Mumbai,2023-01-05,3,1,2.5,4343.705929172348,"[""spa"", ""gym"", ""pool""]",leisure
59,208,Delhi,2023-12-18,4,1,4.34567027668363,4354.010145455802,"[""gym"", ""pool"", ""spa""]",leisure
60,152,Mumbai,2023-07-23,1,3,2.5,12965.814154017082,"[""family_rooms""]",family
61,71,Hyderabad,2023-07-29,1,3,2.5,12821.607360782406,"[""family_rooms"", ""pool"", ""restaurant""]",family
62,207,Pune,2023-03-31,2,2,4.459022978396705,9006.19853284403,"[""pool"", ""gym"", ""spa""]",leisure
63,103,Delhi,2023-03-06,1,2,3.637159900822666,23504.34211205563,"[""pool"", ""gym"", ""spa""]",leisure
64,113,Hyderabad,2023-08-08,4,2,3.8785752416607426,9286.238478664118,"[""gym"", ""pool"", ""spa""]",leisure
65,189,Kolkata,2023-12-02,2,2,4.234584133035066,17186.98782905908,"[""spa"", ""gym""]",leisure
66,47,Mumbai,2023-01-13,1,2,3.555098073335599,9598.74132664056,"[""gym""]",leisure
67,44,Delhi,2023-11-17,2,4,3.229545229027873,11336.042750880888,"[""air_conditioning""]",business
68,155,Ahmedabad,2023-08-04,1,2,3.2279225885714053,14730.475580022892,"[""business_center""]",business
69,13,Delhi,2023-12-14,2,1,4.065125395708668,4401.814207011885,"[""gym""]",leisure
70,28,Hyderabad,2023-01-02,5,4,4.118260030044346,9999.699408448843,"[""pool"", ""restaurant""]",family
71,152,Bangalore,2023-05-22,1,4,4.20968533303197,12271.571173282597,"[""pool"", ""restaurant"", ""family_rooms""]",family
72,35,Mumbai,2023-02-11,6,3,3.44545273967254,19651.204503488127,"[""family_rooms"", ""restaurant""]",family
73,187,Hyderabad,2023-02-25,7,2,3.275649728315101,10081.723814226692,"[""gym"", ""spa""]",leisure
74,159,Mumbai,2023-06-10,7,2,2.679688077637833,9243.287693902006,"[""gym""]",leisure
75,249,Pune,2023-10-08,2,2,4.368685698331573,13611.524644310208,"[""pool"", ""gym""]",leisure
76,276,Lucknow,2023-07-02,2,2,2.892293010964578,10295.516305138808,"[""spa""]",leisure
77,130,Kochi,2023-12-20,3,1,4.002574620452801,6557.07256550378,"[""free_wifi""]",business
78,36,Kolkata,2023-12-30,5,2,3.232644054556453,6902.419926381679,"[""spa"", ""pool"", ""gym""]",leisure
79,221,Mumbai,2023-12-09,4,1,2.583754317960199,3870.416766441135,"[""pool"", ""gym"", ""spa""]",leisure
80,86,Ahmedabad,2023-09-22,3,4,3.3421008553951808,14375.060724158186,"[""pool"", ""family_rooms""]",family
81,149,Kochi,2023-02-20,7,2,2.5,8765.978104199658,"[""spa""]",leisure
82,99,Hyderabad,2023-06-09,2,2,3.6412788024125966,4721.710883069462,"[""spa"", ""pool"", ""gym""]",leisure
83,96,Mumbai,2023-07-25,1,4,3.528251930027719,14223.822628709771,"[""family_rooms"", ""restaurant""]",family
84,285,Pune,2023-02-21,6,2,3.824951966141537,11152.209760062997,"[""spa"", ""pool""]",leisure
85,175,Chennai,2023-02-01,6,3,2.5,18612.297780618796,"[""free_wifi"", ""meeting_rooms"", ""air_conditioning""]",business
86,34,Mumbai,2023-01-07,2,2,2.7445350646783333,5668.972965805047,"[""spa""]",leisure
87,300,Pune,2023-12-20,4,1,3.868846343809765,6461.449212437452,"[""pool"", ""gym""]",leisure
88,69,Pune,2023-02-23,6,2,3.894175994916889,16779.338315769965,"[""gym""]",leisure
89,152,Mumbai,2023-11-12,7,3,3.80439635193584,11730.133843084275,"[""restaurant"", ""pool"", ""family_rooms""]",family
90,289,Hyderabad,2023-07-06,1,1,3.57171579302252,7384.899155009384,"[""gym"", ""spa""]",leisure
91,217,Chennai,2023-03-26,6,1,2.5,4167.057894968605,"[""pool""]",leisure
92,203,Delhi,2023-08-16,5,2,3.8616934307564623,4999.210350797673,"[""pool"", ""spa""]",leisure
93,80,Jaipur,2023-02-27,4,3,3.066879928624078,9591.816987571869,"[""family_rooms"", ""pool"", ""restaurant""]",family
94,101,Bangalore,2023-04-14,6,4,2.62828552874032,12565.476021093265,"[""restaurant""]",family
95,174,Pune,2023-06-23,7,2,2.5667125813722307,7446.402786799837,"[""pool"", ""spa""]",leisure
96,296,Mumbai,2023-04-04,7,1,2.7169899260072015,5426.863834356707,"[""pool"", ""gym"", ""spa""]",leisure
97,155,Ahmedabad,2023-09-14,1,2,2.5,15773.753565473695,"[""air_conditioning"", ""free_wifi"", ""meeting_rooms""]",business
98,215,Bangalore,2023-07-22,2,3,4.425694685880849,28093.87506929284,"[""family_rooms"", ""pool"", ""restaurant""]",family
99,213,Chennai,2023-08-22,3,2,2.9960269679572766,14999.73034922829,"[""meeting_rooms"", ""air_conditioning""]",business
100,63,Jaipur,2023-02-03,4,1,3.5493593679758444,3742.0730016759735,"[""gym"", ""spa"", ""pool""]",leisure
101,243,Delhi,2023-03-01,7,2,3.01643072244989,4749.3961804045,"[""gym""]",leisure
102,192,Pune,2023-09-03,1,1,2.5439640432153814,4036.774412212557,"[""pool"", ""gym"", ""spa""]",leisure
103,218,Chennai,2023-04-19,6,3,3.550006950985521,10437.396841494401,"[""family_rooms"", ""pool"", ""restaurant""]",family
104,44,Delhi,2023-04-23,1,3,2.75356943370541,11185.692932150696,"[""free_wifi"", ""meeting_rooms""]",business
105,18,Chennai,2023-04-28,1,2,2.5,9700.706761370488,"[""gym""]",leisure
106,242,Mumbai,2023-07-06,7,1,4.018856885178144,4260.0594072565,"[""pool"", ""gym""]",leisure
107,21,Chennai,2023-05-06,2,2,3.6693665062586955,8501.151163333976,"[""business_center"", ""meeting_rooms""]",business
108,164,Hyderabad,2023-02-17,1,4,2.5,16839.85433991632,"[""meeting_rooms"", ""business_center""]",business
109,83,Kolkata,2023-03-21,4,2,3.263910863925943,10968.148253600288,"[""spa"", ""gym""]",leisure
110,82,Pune,2023-10-10,3,2,2.802379040875658,10842.964909623972,"[""spa""]",leisure
111,121,Mumbai,2023-02-09,4,1,4.269018431989091,3995.4189581320884,"[""spa""]",leisure
112,257,Bangalore,2023-07-10,7,1,3.406968077602806,4208.027584240995,"[""gym"", ""pool""]",leisure
113,247,Mumbai,2023-11-24,1,2,3.9060680767790714,16468.264136506394,"[""business_center"", ""free_wifi""]",business
114,200,Mumbai,2023-03-20,3,2,3.966919718174614,24732.948111447127,"[""gym"", ""pool"", ""spa""]",leisure
115,10,Jaipur,2023-03-14,1,2,2.895257612032031,7433.732764570195,"[""gym""]",leisure
116,184,Kolkata,2023-09-14,4,2,2.5,7310.032010524716,"[""pool"", ""gym""]",leisure
117,28,Hyderabad,2023-11-25,7,3,3.202886098336046,10051.18225638005,"[""family_rooms""]",family
118,89,Chennai,2023-06-07,2,1,3.3251907008876227,4531.580026618055,"[""gym"", ""spa""]",leisure
119,44,Ahmedabad,2023-06-16,6,4,3.6792973537196945,12179.96150984852,"[""business_center""]",business
120,248,Hyderabad,2023-07-21,6,1,3.3201932684113578,4777.518208153551,"[""spa"", ""gym""]",leisure
121,266,Jaipur,2023-08-02,4,2,2.626679177137217,6502.216889276282,"[""gym"", ""spa"", ""pool""]",leisure
122,42,Lucknow,2023-02-04,7,2,4.087087104216344,13852.197645262644,"[""spa"", ""gym""]",leisure
123,41,Mumbai,2023-12-21,2,2,2.895336337457263,13501.643096069072,"[""meeting_rooms"", ""air_conditioning"", ""business_center""]",business
124,246,Delhi,2023-07-28,6,2,3.735206544961958,16404.470369944152,"[""meeting_rooms"", ""air_conditioning"", ""free_wifi""]",business
125,132,Delhi,2023-12-22,3,4,3.943551939638649,17602.424499634973,"[""free_wifi"", ""air_conditioning""]",business
126,116,Lucknow,2023-11-06,7,2,2.5,13824.063921687823,"[""pool"", ""spa""]",leisure
127,81,Hyderabad,2023-11-02,7,1,3.123430084978496,7112.780520791338,"[""gym""]",leisure
128,251,Mumbai,2023-12-02,6,2,2.8041725756878755,14905.00156230911,"[""gym"", ""pool"", ""spa""]",leisure
129,246,Hyderabad,2023-05-11,2,2,3.0908354790981556,13292.529585171707,"[""free_wifi"", ""meeting_rooms"", ""business_center""]",business
130,291,Delhi,2023-04-03,4,1,2.5251447271614036,4082.9294420741126,"[""gym""]",leisure
131,25,Bangalore,2023-01-31,6,2,2.5,28394.589184470085,"[""gym""]",leisure
132,232,Chennai,2023-02-08,7,1,3.1619713870833124,4045.1900719217847,"[""gym"", ""spa""]",leisure
133,2,Delhi,2023-08-05,2,2,2.5,23720.60160886366,"[""pool"", ""gym"", ""spa""]",leisure
134,174,Pune,2023-10-10,4,2,3.442811201390977,6982.608145400472,"[""spa"", ""pool""]",leisure
135,19,Lucknow,2023-01-05,2,2,3.4612853500336014,27406.595537737252,"[""spa""]",leisure
136,71,Pune,2023-10-19,7,3,2.5,14325.47396127686,"[""family_rooms"", ""pool""]",family
137,244,Lucknow,2023-02-09,1,2,3.0557572086596334,13069.18059044539,"[""gym""]",leisure
138,20,Kolkata,2023-01-10,2,2,4.015558574307565,13307.26350045404,"[""meeting_rooms""]",business
139,10,Mumbai,2023-06-25,6,2,2.5,6551.059961237039,"[""spa"", ""pool"", ""gym""]",leisure
140,165,Chennai,2023-08-23,2,2,2.634512955636165,4722.714676130552,"[""spa"", ""pool"", ""gym""]",leisure
141,60,Mumbai,2023-05-23,7,2,3.1090031533172584,8594.397901609529,"[""spa"", ""pool"", ""gym""]",leisure
142,261,Hyderabad,2023-05-14,1,2,2.5,14471.110294611595,"[""air_conditioning"", ""free_wifi"", ""meeting_rooms""]",business
143,26,Chennai,2023-03-07,4,3,4.4782662048583965,18863.583950497097,"[""family_rooms"", ""restaurant"", ""pool""]",family
144,133,Chennai,2023-06-28,6,1,2.5,4769.928250662125,"[""gym"", ""spa"", ""pool""]",leisure
145,291,Pune,2023-08-20,4,1,3.614704138247811,4588.8753638116605,"[""spa"", ""gym""]",leisure
146,85,Mumbai,2023-04-16,5,2,3.2231299330438485,15653.211921716691,"[""pool"", ""gym"", ""spa""]",leisure
147,142,Mumbai,2023-01-01,5,4,2.7533815655124285,27025.102956356575,"[""meeting_rooms"", ""business_center"", ""air_conditioning""]",business
148,89,Mumbai,2023-03-28,1,1,3.364100724649235,4398.128804995433,"[""pool""]",leisure
149,98,Bangalore,2023-11-01,1,1,2.5,6788.965014666004,"[""gym"", ""spa""]",leisure
150,220,Delhi,2023-05-24,3,2,3.355534746729253,28179.862119623143,"[""spa"", ""pool"", ""gym""]",leisure
151,17,Mumbai,2023-04-09,2,3,2.5,10684.992117829519,"[""pool""]",family
152,124,Kolkata,2023-03-20,7,1,2.935598852222193,4382.371230173355,"[""air_conditioning"", ""free_wifi""]",business
153,79,Bangalore,2023-04-26,3,1,2.7091997625038173,4555.457556705894,"[""spa"", ""pool"", ""gym""]",leisure
154,32,Chennai,2023-10-11,7,2,3.4006553457088216,10642.010696054243,"[""pool""]",leisure
155,86,Delhi,2023-05-06,2,3,2.7363581256904057,11686.643199762786,"[""restaurant""]",family
156,78,Delhi,2023-01-04,7,1,3.3435090896981263,6024.275317905807,"[""pool"", ""spa"", ""gym""]",leisure
157,119,Delhi,2023-05-18,7,1,2.6755570897919285,3794.0307576629857,"[""spa"", ""gym"", ""pool""]",leisure
158,126,Pune,2023-06-10,7,3,4.378447112747316,16836.683738010168,"[""pool""]",family
159,276,Delhi,2023-02-08,4,2,3.149464329872094,10333.434663642065,"[""spa"", ""pool""]",leisure
160,24,Pune,2023-04-04,5,4,3.602293087037406,19258.3289436773,"[""air_conditioning"", ""meeting_rooms""]",business
161,233,Delhi,2023-10-28,2,2,2.5,9925.455023489289,"[""spa"", ""pool"", ""gym""]",leisure
162,106,Delhi,2023-07-25,2,2,4.360385291717056,27755.790493232704,"[""gym"", ""pool""]",leisure
163,246,Delhi,2023-09-18,6,2,4.294523853783343,14048.0979124827,"[""business_center""]",business
164,48,Lucknow,2023-08-06,1,4,4.021628874660516,8717.135297294068,"[""restaurant""]",family
165,258,Hyderabad,2023-12-04,6,2,4.198398775105292,28097.177460296258,"[""spa"", ""gym""]",leisure
166,31,Kolkata,2023-03-27,6,3,2.5,9965.924745960037,"[""pool"", ""family_rooms""]",family
167,152,Mumbai,2023-05-19,2,3,2.5,13103.450125293753,"[""family_rooms"", ""restaurant""]",family
168,252,Delhi,2023-08-15,4,2,4.293313491927082,9967.66699728823,"[""gym""]",leisure
169,145,Chennai,2023-03-06,3,4,4.149923856021693,17027.957286253855,"[""restaurant""]",family
170,187,Hyderabad,2023-12-29,7,2,2.635930851628679,10937.937634178763,"[""pool"", ""spa""]",leisure
171,83,Kolkata,2023-01-04,3,2,3.929151928848243,10031.335254749642,"[""gym""]",leisure
172,51,Chennai,2023-07-15,7,3,4.404106039720952,34925.64850382733,"[""meeting_rooms""]",business
173,120,Chennai,2023-07-03,7,1,3.5437780496246374,3668.591757112108,"[""gym"", ""pool""]",leisure
174,268,Kolkata,2023-01-30,5,2,2.833858840848129,15134.930702699987,"[""business_center"", ""air_conditioning""]",business
175,246,Delhi,2023-06-14,6,2,3.09310779181498,16388.93394935286,"[""meeting_rooms""]",business
176,36,Mumbai,2023-09-18,3,2,2.9947464518669062,6750.7112680545315,"[""spa"", ""gym"", ""pool""]",leisure
177,161,Kochi,2023-06-13,6,2,2.9330803915886783,5451.459269845986,"[""spa"", ""pool""]",leisure
178,63,Jaipur,2023-06-29,1,1,3.887454969925611,4239.940364808002,"[""pool"", ""gym""]",leisure
179,145,Chennai,2023-06-03,4,3,3.3811765874026185,17218.995904777235,"[""family_rooms"", ""restaurant""]",family
180,99,Jaipur,2023-03-28,7,2,2.5,5647.763696267298,"[""gym""]",leisure
181,108,Kolkata,2023-03-31,5,2,2.5,13018.081249413588,"[""meeting_rooms"", ""business_center"", ""free_wifi""]",business
182,266,Jaipur,2023-01-21,2,2,3.0247733518202216,6480.5329162367925,"[""spa"", ""gym""]",leisure
183,65,Bangalore,2023-04-05,1,2,3.1930351115009534,14191.37423094443,"[""spa""]",leisure
184,57,Lucknow,2023-02-08,1,1,3.843309584264796,3701.28263153065,"[""spa""]",leisure
185,131,Mumbai,2023-04-13,5,3,2.5,8904.272298948135,"[""family_rooms"", ""restaurant""]",family
186,114,Chennai,2023-07-15,7,2,2.5,13162.076245947534,"[""pool""]",leisure
187,247,Mumbai,2023-09-06,6,2,2.5,14687.88876603441,"[""free_wifi"", ""air_conditioning""]",business
188,100,Mumbai,2023-08-31,4,3,2.977305793787915,11586.199093992722,"[""restaurant"", ""pool"", ""family_rooms""]",family
189,43,Bangalore,2023-06-16,2,2,3.157572086406204,13823.504027518245,"[""spa"", ""gym""]",leisure
190,282,Kochi,2023-03-17,7,2,2.5573284937682876,13440.920351208237,"[""gym""]",leisure
191,91,Chennai,2023-11-26,7,2,3.54304540267168,7091.526865505507,"[""gym""]",leisure
192,169,Mumbai,2023-04-13,6,2,2.5,4822.511110882993,"[""spa"", ""pool""]",leisure
193,168,Mumbai,2023-08-26,4,4,3.3083972476797596,12515.791644332403,"[""family_rooms"", ""pool""]",family
194,27,Chennai,2023-05-09,5,4,2.5,21463.26145561796,"[""meeting_rooms"", ""free_wifi""]",business
195,192,Pune,2023-06-24,1,1,3.278992640794795,4129.65635973012,"[""gym""]",leisure
196,162,Chennai,2023-10-17,2,1,2.5,4436.799861634541,"[""spa""]",leisure
197,82,Pune,2023-04-23,4,2,2.7691311327108874,10861.907406820945,"[""gym""]",leisure
198,85,Mumbai,2023-05-18,3,2,3.071001603843733,14408.241617078214,"[""pool""]",leisure
199,227,Lucknow,2023-05-11,4,2,3.4256815195242964,17268.911555160365,"[""air_conditioning""]",business
200,282,Ahmedabad,2023-07-09,6,2,2.563486244129023,16597.728126703216,"[""gym""]",leisure
