hotel_id,landmark_type,landmark_name,distance_km,travel_time_minutes,traffic_aware
ahm084,railway,Ahmedabad Junction,7.7,,False
ahm084,bus,Geeta Mandir Bus Stand,9.95,,False
ahm084,business,SG Highway,11.6,,False
ahm084,law_garden,Law Garden,8.6,,False
ahm085,airport,Sardar Vallabhbhai Patel International Airport,5.19,,False
ahm085,railway,Ahmedabad Junction,5.39,,False
ahm085,bus,Geeta Mandir Bus Stand,7.47,,False
ahm085,business,SG Highway,8.22,,False
ahm085,law_garden,Law Garden,5.17,,False
ahm086,airport,Sardar Vallabhbhai Patel International Airport,12.0,,False
ahm086,railway,Ahmedabad Junction,9.27,,False
ahm086,bus,Geeta Mandir Bus Stand,10.09,,False
ahm086,business,SG Highway,1.38,,False
ahm086,law_garden,Law Garden,6.5,,False
ahm087,airport,Sardar Vallabhbhai Patel International Airport,4.45,,False
ahm087,railway,Ahmedabad Junction,4.71,,False
ahm087,bus,Geeta Mandir Bus Stand,6.87,,False
ahm087,business,SG Highway,8.9,,False
ahm087,law_garden,Law Garden,4.96,,False
ahm088,airport,Sardar Vallabhbhai Patel International Airport,4.01,,False
ahm088,railway,Ahmedabad Junction,7.92,,False
ahm088,bus,Geeta Mandir Bus Stand,10.18,,False
ahm088,business,SG Highway,11.5,,False
ahm088,law_garden,Law Garden,8.73,,False
ahm089,airport,Sardar Vallabhbhai Patel International Airport,9.92,,False
ahm089,railway,Ahmedabad Junction,11.26,,False
ahm089,bus,Geeta Mandir Bus Stand,13.2,,False
ahm089,business,SG Highway,7.99,,False
ahm089,law_garden,Law Garden,10.21,,False
ahm090,airport,Sardar Vallabhbhai Patel International Airport,14.91,,False
ahm090,railway,Ahmedabad Junction,10.5,,False
ahm090,bus,Geeta Mandir Bus Stand,10.29,,False
ahm090,business,SG Highway,4.53,,False
ahm090,law_garden,Law Garden,7.44,,False
ahm091,airport,Sardar Vallabhbhai Patel International Airport,5.16,,False
ahm091,railway,Ahmedabad Junction,5.38,,False
ahm091,bus,Geeta Mandir Bus Stand,7.47,,False
ahm091,business,SG Highway,8.25,,False
ahm091,law_garden,Law Garden,5.18,,False
ahm092,airport,Sardar Vallabhbhai Patel International Airport,9.52,,False
ahm092,railway,Ahmedabad Junction,9.5,,False
ahm092,bus,Geeta Mandir Bus Stand,11.22,,False
ahm092,business,SG Highway,5.66,,False
ahm092,law_garden,Law Garden,7.97,,False
ahm093,airport,Sardar Vallabhbhai Patel International Airport,9.12,,False
ahm093,railway,Ahmedabad Junction,4.01,,False
ahm093,bus,Geeta Mandir Bus Stand,4.01,,False
ahm093,business,SG Highway,7.41,,False
ahm093,law_garden,Law Garden,1.11,,False
ahm094,airport,Sardar Vallabhbhai Patel International Airport,4.18,,False
ahm094,railway,Ahmedabad Junction,9.91,,False
ahm094,bus,Geeta Mandir Bus Stand,12.06,,False
ahm094,business,SG Highway,15.29,,False
ahm094,law_garden,Law Garden,11.59,,False
ahm095,airport,Sardar Vallabhbhai Patel International Airport,9.54,,False
ahm095,railway,Ahmedabad Junction,7.43,,False
ahm095,bus,Geeta Mandir Bus Stand,6.65,,False
ahm095,business,SG Highway,17.9,,False
ahm095,law_garden,Law Garden,10.11,,False
ahm096,airport,Sardar Vallabhbhai Patel International Airport,1.33,,False
ahm096,railway,Ahmedabad Junction,6.38,,False
ahm096,bus,Geeta Mandir Bus Stand,8.58,,False
ahm096,business,SG Highway,12.65,,False
ahm096,law_garden,Law Garden,8.08,,False
ahm097,airport,Sardar Vallabhbhai Patel International Airport,6.64,,False
ahm097,railway,Ahmedabad Junction,0.78,,False
ahm097,bus,Geeta Mandir Bus Stand,1.53,,False
ahm097,business,SG Highway,10.59,,False
ahm097,law_garden,Law Garden,2.85,,False
ahm098,airport,Sardar Vallabhbhai Patel International Airport,9.19,,False
ahm098,railway,Ahmedabad Junction,4.5,,False
ahm098,bus,Geeta Mandir Bus Stand,4.79,,False
ahm098,business,SG Highway,6.58,,False
ahm098,law_garden,Law Garden,1.42,,False
ahm099,airport,Sardar Vallabhbhai Patel International Airport,12.72,,False
ahm099,railway,Ahmedabad Junction,7.0,,False
ahm099,bus,Geeta Mandir Bus Stand,4.79,,False
ahm099,business,SG Highway,13.05,,False
ahm099,law_garden,Law Garden,6.8,,False
ahm100,airport,Sardar Vallabhbhai Patel International Airport,6.83,,False
ahm100,railway,Ahmedabad Junction,2.74,,False
ahm100,bus,Geeta Mandir Bus Stand,4.08,,False
ahm100,business,SG Highway,7.9,,False
ahm100,law_garden,Law Garden,1.33,,False
ahm101,airport,Sardar Vallabhbhai Patel International Airport,10.73,,False
ahm101,railway,Ahmedabad Junction,9.55,,False
ahm101,bus,Geeta Mandir Bus Stand,10.94,,False
ahm101,business,SG Highway,3.59,,False
ahm101,law_garden,Law Garden,7.42,,False
ahm102,airport,Sardar Vallabhbhai Patel International Airport,5.91,,False
ahm102,railway,Ahmedabad Junction,0.46,,False
ahm102,bus,Geeta Mandir Bus Stand,2.49,,False
ahm102,business,SG Highway,10.17,,False
ahm102,law_garden,Law Garden,2.69,,False
ahm103,airport,Sardar Vallabhbhai Patel International Airport,6.66,,False
ahm103,railway,Ahmedabad Junction,1.55,,False
ahm103,bus,Geeta Mandir Bus Stand,2.81,,False
ahm103,business,SG Highway,9.1,,False
ahm103,law_garden,Law Garden,1.58,,False
ahm104,airport,Sardar Vallabhbhai Patel International Airport,8.52,,False
ahm104,railway,Ahmedabad Junction,2.83,,False
ahm104,bus,Geeta Mandir Bus Stand,2.32,,False
ahm104,business,SG Highway,9.09,,False
