hotel_id,name,star_rating,price_per_night_inr,vegetarian_restaurant,wifi_available,parking_available,ac_available,latitude,longitude,gym_available,pool_available,spa_available,business_center,room_service,metro_distance_km,railway_distance_km,airport_distance_km,property_type_Business Hotel,property_type_Guesthouse,property_type_Heritage Property,property_type_Hotel,property_type_Resort,city_Bangalore,city_Chennai,city_Delhi,city_Hyderabad,city_Jaipur,city_Kolkata,city_Lucknow,city_Mumbai,city_Pune,state_Gujarat,state_Karnataka,state_Maharashtra,state_Rajasthan,state_Tamil Nadu,state_Telangana,state_Uttar Pradesh,state_West Bengal
38,Jaipur Grand Hotel,0.48462330771394996,1.559989194630561,0,1,1,0,0.0458773896281258,-0.16237118279941218,1,0,0,0,1,0.5782883947776061,1.0244684975946756,0.7860555185572664,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
39,Hilton Kolkata,-1.7564093291135634,0.7453271239610412,1,1,0,1,-1.3971825482892066,2.0193693263195343,0,0,0,1,0,-0.511206629699112,1.447821602651093,0.10229775825036085,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
40,Taj Bangalore,-0.7759575505015258,0.7872609765782704,0,1,0,0,-0.06307698027068458,-0.021228978089926607,0,1,0,0,0,1.2008569801928735,-0.4480640417319934,1.5533836717905716,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
41,OYO Chennai Premium,-0.9160220903032456,0.5938480087798607,0,1,0,0,-0.06307698027068458,-0.021228978089926607,0,1,0,1,1,0.42264624842378923,1.2637550352352593,1.3482563436984998,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
42,Taj Ahmedabad,0.0644296883087914,1.0414503210774222,1,0,1,1,2.0174889493368986,-0.6225430873190482,1,0,0,0,0,-0.01315176136689784,-1.6444967299349118,-1.401969314424831,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
43,ITC Kolkata,0.9048169271191098,0.9025328886185835,1,0,1,0,-0.06307698027068458,-0.021228978089926607,0,0,0,0,1,-0.38669291261605837,0.6195220492798417,-1.022103892032106,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
44,Taj Bangalore,0.3445587679122309,0.5912617799840844,1,0,1,1,-0.9782979337804587,-0.9926850319350178,0,1,1,0,0,-0.01315176136689784,-0.7241638928557437,1.65214868161268,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
45,Marriott Kolkata,1.1849460067225481,-0.5185998346604678,0,1,1,0,0.36554537489905015,2.286361196829657,0,1,1,0,0,-0.01315176136689784,-0.9634504304963273,1.1051424733671558,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
46,Treebo Chennai,-1.0560866301049652,-0.20732872602596875,1,1,1,0,-0.06307698027068458,-0.021228978089926607,1,1,0,0,0,-1.6629585127173567,0.10413566051550746,1.6825379154040985,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
47,Hilton Jaipur,1.4650750863259876,-0.7284538283748838,0,0,0,1,-1.7267061323697286,1.2255769619804604,0,1,0,1,0,-0.19992233699147824,0.5827087357966751,0.6644985833915942,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
48,Hyatt Lucknow,1.1849460067225481,0.5242045619221716,1,0,1,0,-0.06307698027068458,-0.021228978089926607,0,0,0,1,1,-2.098756522508044,1.7055147970332598,-1.2424258370198866,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
49,Hilton Chennai,-1.3362157097084046,1.0214994132242912,0,1,0,1,-0.06307698027068458,-0.021228978089926607,0,1,0,1,0,-1.196032073655906,-0.5032840119567433,1.7129271491955163,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
50,Hilton Hyderabad,1.4650750863259876,0.44680242867715364,0,0,1,1,-0.06307698027068458,-0.021228978089926607,1,1,1,1,0,-1.6940869419881202,0.19616894422342426,-1.401969314424831,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
51,ITC Jaipur,0.3445587679122309,-0.31410302916587407,1,1,0,1,-0.06307698027068458,-0.021228978089926607,1,1,1,1,1,1.294242268005164,0.2882022279313411,-1.5843047171733395,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
52,Kolkata Grand Hotel,-1.3362157097084046,0.8238376409756775,1,1,0,0,-0.06307698027068458,-0.021228978089926607,1,0,1,1,0,2.1035814290450117,-1.552463446226995,0.003532748428252479,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
53,Hyatt Pune,0.6246878475156703,1.2433608977762398,0,1,1,0,-1.7669881988097536,-0.9051272842937136,0,0,0,0,0,0.9207011167560031,1.2085350650105091,0.5885254989130492,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
54,OYO Jaipur Premium,1.3250105465242683,0.8788873682000578,1,0,0,0,1.0139409684453538,-0.738221827748656,0,1,0,1,1,-0.01315176136689784,-1.4420235057774948,-1.310801613050577,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
55,Leela Palace Hyderabad,0.20449422811051113,1.6750763760426044,0,1,0,0,-0.06307698027068458,-0.021228978089926607,0,1,0,0,0,0.049105097174628964,-1.2395502816200779,0.011130056876106824,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
56,Radisson Delhi,1.1849460067225481,0.5005590415036458,0,1,0,1,0.7132789095440314,0.9557330460747498,0,0,0,1,1,-0.01315176136689784,0.21457560096500788,-0.26997035569450983,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
57,OYO Bangalore Premium,0.48462330771394996,-1.5388670945941998,1,0,0,0,-0.49210461726027577,1.0808033409025888,1,1,1,1,1,-0.01315176136689784,-0.8161971765636604,0.6265120411523216,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
58,Lemon Tree Ahmedabad,-0.21569939129464746,-0.0708127917346365,1,0,0,1,0.799794156758917,0.03592747453956542,1,1,0,1,1,2.010196141232721,0.9140285571451754,0.9759882297536291,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
59,Radisson Kolkata,-1.3362157097084046,1.2864031341630873,0,1,1,0,-1.0782653309796562,0.35651353946302833,0,1,0,1,0,1.9168108534204313,1.2453483784936759,0.33021701168599604,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
60,Hyatt Lucknow,0.7647523873173895,0.8038867331225463,1,0,1,0,1.9270602627389009,-0.08207688127094939,0,1,0,1,1,-0.44894977115758516,-1.4972434760022448,1.3406590352506456,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
61,ITC Hyderabad,-0.6358930106998066,-0.7066556142390554,1,1,0,0,-0.06307698027068458,-0.021228978089926607,1,1,1,1,0,0.4537746776945525,0.8772152436620089,0.6037201158087584,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
62,Treebo Bangalore,-0.07563485149292773,1.6880075200214855,0,0,0,1,-0.07798762484405924,0.6796377545767037,1,0,1,0,0,-2.0053712346957537,1.134908438044176,-1.3715800806334133,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
63,Lemon Tree Delhi,0.3445587679122309,0.6028998095650775,1,0,1,0,0.057916252867143296,2.1308518076895044,1,1,1,1,0,-0.01315176136689784,0.06732234703234086,0.4441766384038136,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
64,Radisson Hyderabad,1.4650750863259876,0.6206339498789718,0,1,0,1,0.29497304209592645,-0.4090750263178842,0,1,1,0,0,-0.01315176136689784,0.6747420195045919,-0.3003595894859278,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
65,OYO Lucknow Premium,1.4650750863259876,0.14957084779115423,0,0,1,1,-0.26862982418688447,-0.5190758977834418,1,0,0,1,1,-0.01315176136689784,-1.2395502816200779,-0.6270438527436716,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
66,Hilton Delhi,0.9048169271191098,1.4628208841606818,0,1,0,1,1.4400565270130103,1.3009369596894043,1,0,1,0,0,-0.01315176136689784,-0.945043773754744,-0.11802418673741973,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
67,OYO Kolkata Premium,1.0448814669208288,-0.3080069184329729,1,0,0,1,1.9250324092995614,2.2496636731001662,0,0,1,1,1,-0.01315176136689784,-1.5892767597101616,0.003532748428252479,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
68,Hilton Hyderabad,1.4650750863259876,1.3985346255228148,0,1,1,0,0.10811819124928082,1.5675282956238363,0,0,1,0,1,-0.5734634882406385,-0.4296573849904098,-1.3563854637377042,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
69,Chennai Grand Hotel,-0.6358930106998066,-1.1247010260134598,0,1,1,1,1.4334239730395133,0.9672988653078657,0,1,1,1,0,-1.5695732249050665,1.521448229617426,0.4441766384038136,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
70,Taj Pune,0.9048169271191098,-0.2860239736688747,1,1,1,0,0.5665917334049351,-1.8488151132645072,0,1,1,1,0,0.5160315362360796,-0.9266371170131608,-0.21678919655952836,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
71,Hilton Delhi,1.6051396261277078,-1.3147888425030143,1,0,0,1,2.0670641885685166,-1.000140158070684,0,1,1,0,1,0.20474724352844584,1.0796884678194258,-1.0372985089278148,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
72,OYO Ahmedabad Premium,-0.07563485149292773,-0.6211253333501693,1,0,1,0,1.2715251518592658,1.8109720453141387,0,0,0,1,1,1.636654989983561,-1.607683416451745,0.6037201158087584,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
73,Taj Kolkata,1.0448814669208288,0.9206364901890173,0,0,0,1,0.041815616521210054,1.9822700412622059,1,0,1,0,1,-0.7913624931359822,-1.4972434760022448,0.6189147327044676,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
74,Marriott Kolkata,0.3445587679122309,0.8548723865249925,0,0,0,1,-0.06307698027068458,-0.021228978089926607,0,0,1,1,0,1.3564991265466904,0.6011153925382584,1.621759447821262,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
75,Lemon Tree Bangalore,0.6246878475156703,0.9280257153198065,1,1,1,0,1.9348208462965315,-1.9841002665246066,0,0,0,1,1,-0.44894977115758516,0.4906754520887583,-0.7865873301486163,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
76,Delhi Grand Hotel,0.7647523873173895,1.296378588089653,0,1,0,0,-0.06307698027068458,-0.021228978089926607,0,1,1,1,1,1.7922971363373779,-0.20877750409140955,-1.3335935383941406,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
77,Treebo Hyderabad,-0.49582847089808696,-1.3314145990472903,0,0,1,1,-0.06307698027068458,-0.021228978089926607,1,1,1,1,0,0.2358756727992091,-0.48487735521516,1.1127397818150104,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
78,Leela Palace Jaipur,0.3445587679122309,-1.2024726205150171,0,0,0,0,-0.06307698027068458,-0.021228978089926607,1,1,0,1,0,0.08023352644539222,-1.3315835653279946,1.1963101747414095,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
79,Treebo Jaipur,0.3445587679122309,-0.9432955490525826,1,1,1,0,-0.6906115370788057,1.026266387464997,1,0,1,0,1,-0.01315176136689784,0.3802355116392579,-1.3183989214984317,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
80,Lemon Tree Bangalore,1.6051396261277078,-0.791077511358323,0,1,1,1,0.6446802674281278,0.43677119177112617,0,1,0,0,0,1.3876275558174538,0.6195220492798417,-0.6194465442958172,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
81,OYO Delhi Premium,-1.6163447893118437,0.9365233242202142,0,0,1,0,-0.7328252639104063,1.0664259590947076,0,0,1,0,1,-0.13766547844995145,-0.8346038333052439,-0.7865873301486163,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
82,Delhi Grand Hotel,-0.7759575505015258,0.6008677726541105,0,1,1,0,-0.06307698027068458,-0.021228978089926607,1,1,0,0,0,-0.01315176136689784,-0.024710936675575945,-1.3259962299462862,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
83,Hilton Pune,-0.21569939129464746,-0.26718144958536205,0,1,1,0,1.653651023061838,0.7813620360007846,1,0,1,0,0,-0.01315176136689784,-0.48487735521516,-0.26997035569450983,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
84,Hilton Lucknow,-1.0560866301049652,1.6244601838966977,1,0,0,0,-0.06307698027068458,-0.021228978089926607,1,1,1,0,0,-0.01315176136689784,-0.5953172956646601,1.576175597134135,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
85,ITC Bangalore,0.3445587679122309,0.7052405776265093,1,1,1,1,-0.06307698027068458,-0.021228978089926607,0,1,1,0,0,2.228095146128065,0.8035886166956754,-0.6118492358479626,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
86,Hilton Hyderabad,1.1849460067225481,1.497919703531931,0,0,1,0,-1.5830156729798779,-0.27577215118181087,0,0,1,1,0,0.5782883947776061,0.3986421683808415,1.2418940254285367,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
87,Treebo Bangalore,-0.9160220903032456,-1.0591216529777048,1,0,0,0,0.8501159753657449,-0.3031782541569948,0,1,1,1,0,-0.01315176136689784,-0.09833756364190946,-0.3459434401730549,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
88,Marriott Bangalore,1.4650750863259876,0.3477868119245771,0,0,0,1,-0.06307698027068458,-0.021228978089926607,1,0,0,1,0,-0.6668487760529288,1.4846349161342596,1.082350548023592,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
89,Oberoi Kolkata,-1.3362157097084046,1.5636838071959556,0,0,1,0,1.9593099208226605,-1.7766748799069303,0,0,1,1,0,-0.01315176136689784,0.6563353627630083,-1.1664527525413415,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
90,OYO Lucknow Premium,0.3445587679122309,-0.256836534402257,1,1,1,1,0.9626121559511278,-1.6809961864026832,1,1,0,0,0,-0.01315176136689784,0.8772152436620089,-0.6574330865350898,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
91,Treebo Kolkata,-1.6163447893118437,-1.1828911739184256,1,1,1,0,-0.06307698027068458,-0.021228978089926607,0,0,1,0,1,0.29813253134073564,-1.405210192294328,1.720524457643371,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
92,Marriott Kolkata,1.745204165929427,1.5642379990807649,0,1,0,0,-1.5702732716993346,-1.4055087505930126,1,1,0,0,1,1.6055265607127975,1.355788318943176,1.1887128662935555,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
93,Radisson Jaipur,-1.476280249510124,-1.1470534320340975,1,0,0,1,-0.4354695882664451,-0.14149462146568584,0,1,0,0,1,-1.7252153712588834,-0.7057572361141604,-0.2547757387988009,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
94,OYO Jaipur Premium,0.9048169271191098,-1.0136779184233506,0,0,1,1,-0.06307698027068458,-0.021228978089926607,0,0,0,1,1,-0.01315176136689784,0.3066088846729247,1.0519613142321742,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
95,Marriott Jaipur,0.0644296883087914,0.46546022213239663,1,1,1,1,1.5369843105632837,-0.1632624182335283,0,1,0,1,0,-0.38669291261605837,0.19616894422342426,0.2694385441031602,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
