hotel_id,city,display_name,latitude,longitude,formatted_address,hospitals_count_1km,pharmacies_count_1km,shopping_count_1km,restaurants_count_1km,banks_count_1km,parks_count_1km,fuel_stations_count_2_5km,ev_charging_count_2_5km,entertainment_count_2_5km,transport_hubs_count_2_5km,walkability_score,shopping_score,restaurant_score,bank_score,green_space_score,hospital_score,pharmacy_score,entertainment_score,locality_score
kol130,Kolkata,Hotel Afridi International.,22.5586366,88.3539619,"Kathleen Confectioners, Bridge No. 3, Cowie Ln, near New Market, Fire Brigade Head Quarter, New Market Area, Dharmatala, Taltala, Kolkata, West Bengal 700016, India",8,8,5,93,38,0,15,3,6,91,90,62,100,100,0,100,100,100,100
kol131,Kolkata,backpackers park,22.5528947,88.3529544,"Karnani Mansion, 47, Park St, Taltala, Kolkata, West Bengal 700016, India",9,8,3,98,45,0,16,3,7,82,84,37,100,100,0,100,100,100,100
kol132,Kolkata,Hotel Hillfort,22.553234699999997,88.35661569999999,"54, 2, Rafi Ahmed Kidwai Rd, Esplanade, Taltala, Kolkata, West Bengal 700016, India",12,6,3,99,48,0,16,3,7,87,79,37,100,100,0,100,75,100,100
kol133,Kolkata,Collection O 86328 Hotel Margaret,22.567507400000004,88.35533029999999,"25B, 25B, Chittaranjan Ave, Esplanade, Chowringhee North, Bowbazar, Kolkata, West Bengal 700072, India",9,2,3,28,17,0,11,3,6,128,69,37,100,100,0,100,25,100,100
kol134,Kolkata,Royal Guest House,22.487126,88.370384,"F9QC+3J4, G 25/A, near Sulekha Bus Stop, Bapuji Nagar, Jadavpur, Kolkata, West Bengal 700092, India",2,0,1,1,0,2,3,1,3,14,11,12,4,0,40,40,0,60,67
kol135,Kolkata,Hotel Crest Inn,22.537745,88.37266989999999,"36 A, Dr Biresh Guha St, Park Circus, Ballygunge, Kolkata, West Bengal 700017, India",16,2,1,13,9,1,14,1,5,11,51,12,52,90,20,100,25,100,100
kol136,Kolkata,City Central Hostel,22.574866999999998,88.3665087,"4TH FLOOR, 57, Mahatma Gandhi Rd, near Chittaranjan College, College Row, College Street, Kolkata, West Bengal 700009, India",8,1,1,10,6,0,5,1,5,97,42,12,40,60,0,100,12,100,100
kol137,Kolkata,Hotel O New Kolkata Hotel Formerly Hotel Kasba,22.512334000000003,88.3936217,"3117, Rajdanga Main Rd, near Acropolis Mall, Sector E, East Kolkata Twp, Kolkata, West Bengal 700107, India",4,1,1,7,1,0,0,0,1,19,28,12,28,10,0,80,12,20,77
kol138,Kolkata,Ganesh Lodge,22.5860795,88.3573632,"11, Roy Ln, near Ganesh Talkies, Raja Katra, Bara Bazar, Jorasanko, Kolkata, West Bengal 700007, India",8,0,1,2,3,1,4,2,4,100,29,12,8,30,20,100,0,80,100
kol139,Kolkata,FabExpress Nest,22.55222,88.356994,"33, Royd St, Esplanade, Taltala, Kolkata, West Bengal 700016, India",13,7,3,91,49,0,16,3,7,86,81,37,100,100,0,100,87,100,100
kol140,Kolkata,Hotel Lee International,22.5388265,88.3762972,"Tiljala road, 53/D1, 4 Number Brg, Park Circus, Gobra, Kolkata, West Bengal 700046, India",13,1,0,1,0,1,8,1,4,13,23,0,4,0,20,100,12,80,78
kol141,Kolkata,Glassotel,22.522737799999998,88.39792399999999,"265, Eastern Metropolitan Bypass, near FORTIS HOSPITAL, Netaji Nagar, VIP Nagar, Kolkata, West Bengal 700100, India",0,0,1,2,0,0,0,0,2,17,4,12,8,0,0,0,0,40,61
kol142,Kolkata,Hotel Victerrace International,22.5380164,88.3451923,"81, Sambhunath Pandit St, Bhowanipore, Kolkata, West Bengal 700020, India",11,0,1,16,3,1,18,2,7,24,40,12,64,30,20,100,0,100,100
kol143,Kolkata,"FabHotel Lake View I - Hotel in Topsia, Kolkata",22.541317,88.38948099999999,"hotel's location on map, 11J, Topsia Rd, Mirania Gardens, East Topsia, Tangra, Kolkata, West Bengal 700046, India",2,0,0,5,0,0,2,1,2,16,12,0,20,0,0,40,0,40,65
kol144,Kolkata,Hotel Star City,22.557260400000004,88.3548809,"15, Free School St, New Market Area, Dharmatala, Taltala, Kolkata, West Bengal 700016, India",7,8,4,93,39,0,15,3,7,90,87,50,100,100,0,100,100,100,100
kol145,Kolkata,HOTEL AIRLINES,22.5691641,88.3558151,"Kapalitala Ln, near indian airlines, Bowbazar, Kolkata, West Bengal 700012, India",8,2,2,19,17,0,10,3,5,129,61,25,76,100,0,100,25,100,100
kol146,Kolkata,Viceroy Boutique Hotel Kolkata,22.6245419,88.4400046,"Major Arterial Road, beside CLUBTOWN ENCLAVE, Chinar Park, Atghara, Tegharia, Rajarhat, Kolkata, West Bengal 700157, India",5,0,2,2,4,1,1,1,0,6,33,25,8,40,20,100,0,0,40
kol147,Kolkata,The Opus - A Boutique Hotel,22.528931,88.34570260000001,"1, Shyama Prasad Mukherjee Rd, opposite Purna Cinema, Bakul Bagan, Bhowanipore, Kolkata, West Bengal 700025, India",19,0,1,5,2,1,14,1,7,24,30,12,20,20,20,100,0,100,100
kol148,Kolkata,"The Manor House, Kolkata",22.5254971,88.35758779999999,"19/3, Dover Rd, Ballygunge, Kolkata, West Bengal 700029, India",24,3,0,19,2,1,11,2,7,25,45,0,76,20,20,100,37,100,100
kol149,Kolkata,Hotel Heritage,22.512693199999998,88.3934253,"EC-8, 903, Rajdanga Main Rd, Sector E, East Kolkata Twp, Kolkata, West Bengal 700107, India",3,1,1,7,1,0,0,0,1,19,24,12,28,10,0,60,12,20,75
kol150,Kolkata,Aster Guest House Kolkata,22.5452844,88.3513825,"2nd Floor, 16B, Shakespeare Sarani, opposite Astor Hotel & Nightingale hospital, B K Market, Elgin, Kolkata, West Bengal 700071, India",13,4,1,76,32,0,19,3,7,65,68,12,100,100,0,100,50,100,100
