hotel_id,city,display_name,latitude,longitude,formatted_address,hospitals_count_1km,pharmacies_count_1km,shopping_count_1km,restaurants_count_1km,banks_count_1km,parks_count_1km,fuel_stations_count_2_5km,ev_charging_count_2_5km,entertainment_count_2_5km,transport_hubs_count_2_5km,walkability_score,shopping_score,restaurant_score,bank_score,green_space_score,hospital_score,pharmacy_score,entertainment_score,locality_score
pun011,Pune,Hotel Shree Panchratna,18.5313923,73.87469850000001,"7, Tadiwala Rd, behind Railway Station, Sangamvadi, Pune, Maharashtra 411001, India",24,2,1,22,9,0,4,0,6,69,59,12,88,90,0,100,25,100,100
pun012,Pune,Bloom Hotel - Koregaon Park,18.5407902,73.89473620000001,"23, Koregaon Park-E Rd, near Primrose Nursery School, Ragvilas Society, Koregaon Park, Pune, Maharashtra 411001, India",2,0,2,55,13,0,2,0,1,20,49,25,100,100,0,40,0,20,100
pun013,Pune,Octave Koregaon Park,18.539590999999998,73.88311329999999,"361/2-3, Bund Garden Rd, Sangamvadi, Pune, Maharashtra 411011, India",15,1,0,22,13,0,3,0,3,43,55,0,88,100,0,100,12,60,100
pun014,Pune,Crowne Plaza Pune City Centre by IHG,18.5315247,73.8766732,"Cts No. 37 & 37/1, Bund Garden Rd, next to Jehangir Hospital, Central Excise Colony, Sangamvadi, Pune, Maharashtra 411001, India",23,2,1,22,9,1,4,0,5,54,59,12,88,90,20,100,25,100,100
pun015,Pune,Marriott Suites Pune,18.5327439,73.9105072,"81, Mundhwa Rd, Koregaon Park Annexe, Mundhwa, Pune, Maharashtra 411036, India",0,0,1,13,0,1,2,0,0,9,13,12,52,0,20,0,0,0,47
pun016,Pune,Townhouse OAK The Citiotel Near Shaniwar Wada,18.526314799999998,73.8517488,"364 + 365, 14, off, Jangali Maharaj Rd, Shivajinagar, Pune, Maharashtra 411045, India",30,0,1,29,17,3,2,2,5,97,58,12,100,100,60,100,0,100,100
pun017,Pune,Royal Orchid Central Pune,18.546443,73.90664520000001,"Marisoft Annexe, Kalyani Nagar, Pune, Maharashtra 411014, India",1,0,3,27,10,1,2,0,1,13,48,37,100,100,20,20,0,20,87
pun018,Pune,"The Central Park Hotel, Pune",18.5271764,73.8785874,"बंड गार्डन मार्ग, near Inox multiplex, आगरकर नगर, पुणे, महाराष्ट्र 411001, India",24,2,1,30,8,2,5,0,5,55,60,12,100,80,40,100,25,100,100
pun019,Pune,"Treebo Trend Hotel Classic Grande, Camp",18.5072451,73.8770572,"2158, opp, MG Road, New Modikhana, Pune Cantonment, Pune, Maharashtra 411001, India",20,1,1,7,1,7,5,0,4,37,32,12,28,10,100,100,12,80,100
pun020,Pune,Coronet The Boutique Hotel,18.522544699999997,73.844612,"1205/4, Apte Road, Opp Santosh Bakery Deccan Gymkhana, 020 - 69052222, 1205/4, Apte Rd, Shivajinagar, Pune, Maharashtra 411004, India",53,1,0,67,46,2,3,2,5,91,57,0,100,100,40,100,12,100,100
pun021,Pune,Hotel Parc Estique,18.5620766,73.91962550000001,"Nagar Rd, next to Phoenix Market City, Clover Park, Viman Nagar, Pune, Maharashtra 411014, India",6,0,2,7,9,0,0,1,1,9,45,25,28,90,0,100,0,20,55
pun022,Pune,"Lemon Tree Hotel, Viman Nagar",18.5620442,73.9080251,"No. 100, Lalwani Vastu, 101, Sakore Nagar Rd, सकोरे नगर, विमान नगर, पुणे, महाराष्ट्र 411014, India",9,1,2,9,6,0,1,1,0,10,44,25,36,60,0,100,12,0,58
pun023,Pune,"Four Points by Sheraton Hotel & Serviced Apartments, Pune",18.5629642,73.92226219999999,"5th Mile, Stone, Nagar Rd, Clover Park, Viman Nagar, Pune, Maharashtra 411014, India",6,0,2,6,9,0,2,1,1,4,44,25,24,90,0,100,0,20,43
pun024,Pune,Treebo Iris Suites,18.5635242,73.9082686,"S.No. 232 1+2, Plot, No. 46+47a, New Airport Rd, near Viman Nagar Road, Sakore Nagar, Viman Nagar, Pune, Maharashtra 411014, India",9,1,2,7,6,0,1,1,0,10,43,25,28,60,0,100,12,0,57
pun025,Pune,"E-Square The Fern - An Ecotel Hotel, Pune",18.5379422,73.8356136,"Level 5 No, 132 A, University Rd, Premnagar, Ganeshkhind, Pune, Maharashtra 411016, India",6,3,0,12,14,1,3,2,4,14,52,0,48,100,20,100,37,80,90
pun026,Pune,The Corinthians Resort Pune,18.4638854,73.9194443,"Corinthians Club Internal Rd, Nyati County, Undri, Pune, Maharashtra 411060, India",1,0,1,1,1,0,0,0,0,0,9,12,4,10,0,20,0,0,6
pun027,Pune,Hotel Kohinoor Executive,18.5181359,73.8430181,"1246-B, Apte Rd, Deccan Gymkhana, Pune, Maharashtra 411004, India",64,6,0,79,65,1,2,2,5,91,70,0,100,100,20,100,75,100,100
pun028,Pune,ibis Pune Viman Nagar,18.5596851,73.9130023,"Survey No 32, Viman Nagar Rd, Maharashtra State, Viman Nagar, Pune, Maharashtra 411014, India",9,0,1,9,9,0,1,1,1,10,43,12,36,90,0,100,0,20,59
pun029,Pune,JW Marriott Hotel Pune,18.5324389,73.8296376,"Senapati Bapat Rd, Laxmi Society, Model Colony, Shivajinagar, Pune, Maharashtra 411016, India",8,3,0,13,18,2,3,2,3,28,52,0,52,100,40,100,37,60,100
pun030,Pune,"Magnus Star Residency, Koregaon Park Annexe",18.529960199999998,73.9120702,"Near Passport Office 2nd Main, Vanshaj Society, Pingale Wasti, Koregaon Park Annexe, Mundhwa, Pune, Maharashtra 411036, India",0,0,0,5,1,1,2,0,0,9,5,0,20,10,20,0,0,0,38
pun031,Pune,Hotel Swaroop,18.514722799999998,73.8352702,"Harshvardhan Society, Galli No. 10, Deccan Gymkhana, Pune, Maharashtra 411004, India",38,6,2,65,45,0,3,3,3,85,76,25,100,100,0,100,75,60,100
pun032,Pune,Itsy Hotels Hill View Ex,18.5199162,73.8390471,"Off, Fergusson College Rd, opp. to Roopali Restaurant, Ganeshwadi, Deccan Gymkhana, Pune, Maharashtra 411004, India",47,4,0,71,54,1,2,2,5,90,65,0,100,100,20,100,50,100,100
pun033,Pune,"Radisson Blu Hotel, Pune Kharadi",18.553393099999997,73.93793459999999,"Nagar Bypass Road, Pandhari Nagar, Kharadi, Pune, Maharashtra 411014, India",10,6,2,21,9,0,4,0,1,1,71,25,84,90,0,100,75,20,58
pun034,Pune,Hotel Sayba International,18.5244909,73.8648232,"Parklane Capital, B Wing, Mangalwar Peth, Kasba Peth, Pune, Maharashtra 411011, India",30,0,2,11,8,3,2,0,6,96,47,25,44,80,60,100,0,100,100
pun035,Pune,The Deccan Royaale,18.5192342,73.84543380000001,"573/2, The Deccan Royaale, J.M Road ( Jungli Maharaj Road, Jangli Maharaj Road, 411004, Shivajinagar, Pune, Maharashtra 411004, India",62,2,0,79,60,1,3,2,5,89,60,0,100,100,20,100,25,100,100
pun036,Pune,The Westin Pune Koregaon Park,18.538987199999998,73.90593190000001,"36/3-B, Mundhwa Rd, Koregaon Park Annexe, Ghorpadi, Pune, Maharashtra 411001, India",0,0,5,55,11,0,2,0,0,16,50,62,100,100,0,0,0,0,96
pun037,Pune,Super Townhouse Oak JM Road formerly Krishna presidency,18.5266639,73.85127899999999,"Plot Number 364/365, Jangali Maharaj Rd, Shivajinagar, Pune, Maharashtra 411005, India",31,0,1,30,17,3,2,2,5,98,58,12,100,100,60,100,0,100,100
pun038,Pune,FabHotel Mountain High Inn - Hotel in Wanwadi,18.4775226,73.91426349999999,"46/1, Sai Park Line, Nol, Cloud 9 Back Gate, Mohammed Wadi Rd, near Mountain High Restaurant Next, Jarande Nagar, Wanowrie, Pune, Autadwadi Handewadi, Maharashtra 411060, India",1,0,0,1,0,0,1,0,0,0,4,0,4,0,0,20,0,0,4
pun039,Pune,Hotel Ellora Park,18.4659902,73.8582134,"Pune - Satara Rd, next to Cottonking Shop, Balajinagar, Dhankawadi, Pune, Maharashtra 411043, India",20,0,1,4,8,1,3,1,0,0,38,12,16,80,20,100,0,0,27
pun040,Pune,"FabHotel Wakad Villa - Hotel in Wakad, Pune",18.602853,73.77103,"01, Kaspate Wasti Rd, opp. club 29 hotel, Vishnu Dev Nagar, Wakad, Pune, Pimpri-Chinchwad, Maharashtra 411057, India",36,11,6,87,20,0,8,6,0,11,93,75,100,100,0,100,100,0,100
pun041,Pune,"FabHotel Peaceful Stay - Hotel in Anand Nagar, Pune",18.5347127,73.9484684,"S. No. 34/2, Orange Habitat, Society, Hanuman Nagar, Keshav Nagar, Mundhwa, Pune, Maharashtra 411036, India",1,0,0,1,0,0,4,0,1,3,4,0,4,0,0,20,0,20,22
pun042,Pune,Park Central Hotel,18.54121,73.8872063,"9, Burning Ghat Rd, Road, behind Bank of india, Vaswani Nagar, Bund Garden, Koregaon Park, Pune, Maharashtra 411001, India",11,0,0,14,12,0,3,0,2,36,46,0,56,100,0,100,0,40,100
pun043,Pune,Bloom Hotel - Magarpatta,18.5026978,73.9289627,"34, Solapur Rd, near IT Training Centre, Lohiya Nagar, Laxmi Vihar, Hadapsar, Pune, Maharashtra 411028, India",30,1,0,6,3,0,1,0,0,0,31,0,24,30,0,100,12,0,18
pun044,Pune,"7 Apple Hotel - Viman Nagar, Pune",18.566305,73.9185301,"Plot No. 6, Road, near Clover Park, Air Force Campus, Viman Nagar, Pune, Maharashtra 411014, India",5,1,1,8,7,0,1,1,1,7,42,12,32,70,0,100,12,20,49
pun045,Pune,Treebo Trend Ranjeet-Hotel near deccan,18.5187729,73.83636849999999,"87/7 Bhandarkar Road, Galli No. 10, near HDFC Bank, Shreeman Society, Deccan Gymkhana, Pune, Maharashtra 411004, India",40,4,1,65,49,0,2,2,5,93,68,12,100,100,0,100,50,100,100
pun046,Pune,"The Ritz-Carlton, Pune",18.552238,73.89036,"Golf Course Square, Airport Rd, Jayprakash Nagar, Yerawada, Pune, Maharashtra 411006, India",14,0,0,4,5,0,3,0,0,13,30,0,16,50,0,100,0,0,59
pun047,Pune,New Leaf Hotel,18.563261999999998,73.907598,"Plot No. 19 Sr. No. 232/1+2, Sr. No. 232/1+2, Sakore Nagar, Viman Nagar, Pune, Maharashtra 411014, India",9,1,1,7,6,0,1,1,0,10,40,12,28,60,0,100,12,0,54
pun048,Pune,Hotel Tattva Suites,18.4627877,73.9152285,"NIBM annexe, near Upper crest Society, next to Corinthians Club Internal Road, Nyati County, Mohammed Wadi, Pune, Maharashtra 411060, India",1,0,1,3,1,0,0,0,0,0,10,12,12,10,0,20,0,0,7
pun049,Pune,Conrad Pune,18.5353548,73.8834007,"7, Mangaldas Rd, Sangamvadi, Pune, Maharashtra 411001, India",19,2,0,25,12,0,4,0,4,42,60,0,100,100,0,100,25,80,100
pun050,Pune,FabExpress DDPK Ajay Inn Pune Airport - 100% Safe Place to Stay,18.5717179,73.9048093,"Lane Number 4, Survey Number 235, Sanjay Park, Survey Number 235, Viman Nagar, Pune, Maharashtra 411024, India",5,1,1,6,0,0,2,1,0,7,30,12,24,0,0,100,12,0,42
pun051,Pune,Hotel Mukesh Residency,18.517776700000002,73.8744578,"Near Geeta Society, Synagauge Street, Lal Deval Society Rd, Camp, Pune, Maharashtra 411001, India",33,1,1,29,7,1,4,0,6,69,55,12,100,70,20,100,12,100,100
pun052,Pune,Treebo Lotus Baner - Hotel in Pune,18.560072599999998,73.77300919999999,"Sr No 90, Hissa No 5/2/1, 07, Veerbhadra Nagar Rd, next to Sankalp Apartment, opp. to Sri Naga Apartment, Vasant Vihar, Baner, Pune, Maharashtra 411069, India",5,2,3,26,18,0,3,2,0,3,69,37,100,100,0,100,25,0,63
pun053,Pune,Sheraton Grand Pune Bund Garden Hotel,18.529933,73.8713461,"Raja Bahadur Motilal Rd, Sangamvadi, Pune, Maharashtra 411001, India",25,2,1,21,11,1,4,0,6,81,59,12,84,100,20,100,25,100,100
pun054,Pune,Treebo Sahara,18.5370111,73.8304072,"Sr No 106, 3A, Senapati Bapat Rd, opp. J W Marriott, Shivajinagar, Pune, Maharashtra 411016, India",8,3,0,12,13,1,2,2,2,10,52,0,48,100,20,100,37,40,70
pun055,Pune,Treebo Sayaji Residency,18.552821599999998,73.9356885,"Survey No 9, 2, near Reliance SMART Superstore, Tukaram Nagar, Kharadi, Pune, Maharashtra 411014, India",10,6,2,20,10,0,4,0,1,1,72,25,80,100,0,100,75,20,58
pun056,Pune,The Residency Club,18.5294328,73.8801091,"No. 3, Gen AK Vaidya Marg, Camp, Pune, Maharashtra 411001, India",22,2,1,25,8,1,4,0,4,54,60,12,100,80,20,100,25,80,100
pun057,Pune,Treebo Regency - Hotel near Dhole Patil Road,18.535120499999998,73.8758931,"192, Balkrishna Sakharam Dhole Patil Rd, Sangamvadi, Pune, Maharashtra 411001, India",18,2,1,21,8,0,4,0,5,54,56,12,84,80,0,100,25,100,100
pun058,Pune,FabHotel Gargi Executive,18.526835,73.848818,"Hotel Gargi executive, Revenue Colony, Pune, Maharashtra 411005, India",36,0,1,50,24,3,2,2,5,87,58,12,100,100,60,100,0,100,100
pun059,Pune,Hotel Corporate Stay,18.5626632,73.7799683,"Plot No. 9, Baner Rd, opposite to Prabhavee Tech Park, near Balewadi Phata, Sahyadri Farms, Lalit Estate, Baner, Pune, Maharashtra 411069, India",9,5,3,32,26,0,1,1,0,3,76,37,100,100,0,100,62,0,61
pun060,Pune,Hotel Aurora Towers,18.5181172,73.87896359999999,"shop no 417, Sterling Centre, 9, Moledina Rd, Camp, Pune, Maharashtra 411001, India",18,1,1,30,1,1,7,0,4,53,46,12,100,10,20,100,12,80,100
pun061,Pune,Pratikruti The Lakeview Resort,18.434534,73.8500162,"S.No-47/2, Ambegaon Khurd, Waghjainagar Ahead of Katraj Aagam Jain Mandir, Pune, Maharashtra 411046, India",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun062,Pune,Urban Nomads Pune | Co-Live & Co-Work,18.539568900000003,73.89693849999999,"Bungalow No-5, N Main Rd, opposite Lane 6, Liberty Phase 2, Ragvilas Society, Koregaon Park, Pune, Maharashtra 411001, India",0,0,2,56,9,0,2,0,1,19,39,25,100,90,0,0,0,20,98
pun063,Pune,Novotel Pune Nagar Road,18.5589504,73.91094489999999,"City Infopark, WEIKFIELD IT CITI INFO PARK, Sakore Nagar, Viman Nagar, Pune, Maharashtra 411014, India",8,0,1,7,7,0,1,1,1,10,39,12,28,70,0,100,0,20,56
pun064,Pune,"Ramee Grand Hotel and Spa, Pune",18.520395999999998,73.843476,"CTS No 1221/C, Plot no 587, Apte Rd, Shivajinagar, Pune, Maharashtra 411004, India",60,2,0,78,51,1,3,2,5,84,60,0,100,100,20,100,25,100,100
pun065,Pune,Sorina Hillside Resort - Best Resort near Khadakwasla l Sinhgad,18.4002221,73.7495667,"Gat No.297, Panshet Rd, behind Blue Bird Factory Zalanwadi, Gorhe Khurd, Khadakwasla, Pune, Gorhe Khurd, Maharashtra 411042, India",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pun066,Pune,"Hoshtel99 - Prime - Stay, Cowork and Cafe",18.541015599999998,73.8909948,"302/63, C Ln, C, Ragvilas Society, Koregaon Park, Pune, Maharashtra 411001, India",9,0,1,35,13,0,3,0,1,32,58,12,100,100,0,100,0,20,100
pun067,Pune,"Blue Diamond, Pune - IHCL SeleQtions",18.538199,73.886309,"11, Koregaon Rd, Vasani Nagar, Koregaon Park, Pune, Maharashtra 411001, India",6,0,0,15,12,0,3,0,3,39,47,0,60,100,0,100,0,60,100
pun068,Pune,The Centurion Hotel,18.530988,73.8500037,"Centurion hotel, opp. Akashwani, Narveer Tanaji Wadi, Shivajinagar, Pune, Maharashtra 411005, India",24,0,1,18,14,2,2,2,5,94,52,12,72,100,40,100,0,100,100
pun069,Pune,Cocoon Hotel,18.509160299999998,73.9285232,"Magarpatta Rear Approach, near Destination Center, Magarpatta, Hadapsar, Pune, Maharashtra 411013, India",20,1,0,8,2,0,1,0,0,3,31,0,32,20,0,100,12,0,28
pun070,Pune,"Amanora The Fern, Pune",18.5182511,73.9412948,"Amanora Park Town, Amanora, Magarpatta Rd, Amanora Park Town, Hadapsar, Pune, Maharashtra 411028, India",6,0,0,0,1,1,4,0,0,3,21,0,0,10,20,100,0,0,27
pun071,Pune,Shantai Hotel,18.5195905,73.871083,"Off Moledina Road, Camp, 10/3, Rasta Peth, Pune, Maharashtra 411002, India",39,0,2,31,11,2,4,0,6,73,61,25,100,100,40,100,0,100,100
pun072,Pune,Hotel Lxia,18.591274,73.74761509999999,"Sparsh Plaza, next to FML Lounge, opposite HP PETROL PUMP, Hinjawadi, Pimpri-Chinchwad, Maharashtra 411057, India",6,6,2,19,12,0,6,8,2,1,71,25,76,100,0,100,75,40,64
pun073,Pune,The Pune Story,18.5387277,73.89817810000001,"Urban Nomads, Pods House, White Flint Nest, Lane Number 5a, behind OMA showroom, Ganga Fortune Society, Meera Nagar, Koregaon Park, Pune, Maharashtra 411001, India",0,0,2,57,9,0,2,0,0,19,39,25,100,90,0,0,0,0,95
pun074,Pune,Radisson Blu Pune Hinjawadi,18.5839157,73.7390281,"136/1, Hinjawadi Phase 1 Rd, behind Mahindra International School, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Pimpri-Chinchwad, Maharashtra 411057, India",5,11,1,36,26,3,7,7,2,1,78,12,100,100,60,100,100,40,77
pun075,Pune,Hyatt Regency Pune & Residences,18.5594209,73.9120476,"WEIKFIELD IT CITI INFO PARK, Nagar Rd, Sakore Nagar, Viman Nagar, Pune, Maharashtra 411014, India",8,0,1,10,8,0,1,1,1,10,43,12,40,80,0,100,0,20,60
pun076,Pune,Royal Orchid Golden Suites,18.5465503,73.90922669999999,"adjacent to Kumar city Marisoft Annexe, Kalyani Nagar, Pune, Maharashtra 411014, India",3,0,3,27,10,1,0,0,1,10,56,37,100,100,20,60,0,20,77
pun077,Pune,Hotel Kapil Residency Pune Budget hotel near Pune Railway station,18.5239543,73.8660639,"near Sinchan Bhavan, New Mangalwar Peth, Mangalwar Peth, Kasba Peth, Pune, Maharashtra 411011, India",30,0,2,12,11,3,3,0,6,87,50,25,48,100,60,100,0,100,100
pun078,Pune,Sayaji Hotel Pune,18.599652799999998,73.7549348,"135/136, Mumbai-Banglore Bypass Highway, Shankar Kalat Nagar, Wakad, Pune, Pimpri-Chinchwad, Maharashtra 411057, India",14,4,5,32,7,0,8,7,1,5,76,62,100,70,0,100,50,20,88
pun079,Pune,Fairfield by Marriott Pune Kharadi,18.5459419,73.9366096,"Mundhwa - Kharadi Rd, Thite Nagar, Kharadi, Pune, Maharashtra 411014, India",12,2,2,11,6,1,4,0,1,4,49,25,44,60,20,100,25,20,54
pun080,Pune,Ginger Pune Wakad,18.606674899999998,73.7522821,"Near, Indira College Rd, Kala Khadak, Wakad, Pune, Pimpri-Chinchwad, Maharashtra 411057, India",1,0,1,18,2,0,9,6,1,1,24,12,72,20,0,20,0,20,46
pun081,Pune,Hotel Green Park,18.551169599999998,73.80410719999999,"Hotel Green Park, Baner Rd, Ward No. 8, Someshwarwadi, Pashan, Pune, Maharashtra 411008, India",27,5,6,37,29,1,3,4,2,1,86,75,100,100,20,100,62,40,77
pun082,Pune,Oakwood Residence Naylor Road Pune,18.5354746,73.8846038,"Oakwood, Naylor Rd, off Mangaldas Road, Sangamvadi, Pune, Maharashtra 411001, India",16,1,0,21,12,0,4,0,4,44,54,0,84,100,0,100,12,80,100
pun083,Pune,Smart Inn - A Budget Hotel,18.519378700000004,73.8422633,"1226/2 Shivaji Nagar, Off Fergusson College and, Apte Rd, next to Venus Traders, Ganeshwadi, Deccan Gymkhana, Gymkhaha, Pune, Maharashtra 411004, India",58,5,0,77,58,1,2,2,5,91,67,0,100,100,20,100,62,100,100
pun084,Pune,KB'S Woodland,18.525082299999998,73.8753655,"B J Road Railway Station, Sadhu Vaswani Rd, near Pune, Agarkar Nagar, Pune, Maharashtra 411001, India",30,1,1,29,7,2,5,0,6,67,55,12,100,70,40,100,12,100,100
pun085,Pune,Quality Inn Mint,18.5357769,73.8749309,"Ahead of Ruby Hall Clinic, Balkrishna Sakharam Dhole Patil Rd, next to Themi Grant Nursing Institute, behind Desai House, Sangamvadi, Pune, Maharashtra 411001, India",18,2,1,20,6,0,4,0,5,55,53,12,80,60,0,100,25,100,100
pun086,Pune,Choice Classic Hotel,18.516147399999998,73.86591829999999,"613, Agyari Rd, near Parsi, next to Indian Bank, Anutej Symphony Society, Nana Peth, Rasta Peth, Pune, Maharashtra 411002, India",43,0,3,7,15,3,4,0,7,100,49,37,28,100,60,100,0,100,100
pun087,Pune,Hotel Moonlight pune branch,18.5170749,73.8538549,"ABC chowk, Front of Prabhat takies, Bajirao Rd, near Prabhat Talkies, Pate - Sampada, Shaniwar Peth, Pune, Maharashtra 411002, India",43,1,0,51,30,4,4,2,3,103,57,0,100,100,80,100,12,60,100
pun088,Pune,The Fern Residency Woodland Pune,18.5250746,73.875419,"Sadhu Vaswani Circle, BJ Medical Rd, near PUNE RAILWAY STATION, Agarkar Nagar, Pune, Maharashtra 411001, India",30,1,1,29,7,2,5,0,6,67,55,12,100,70,40,100,12,100,100
pun089,Pune,Octave Bund Garden,18.539602,73.88342360000001,"361, 5, Bund Garden Rd, Sangamvadi, Pune, Maharashtra 411001, India",16,1,0,22,13,0,3,0,3,42,55,0,88,100,0,100,12,60,100
pun090,Pune,Itsy Hotels Prince Regency,18.5454096,73.8856586,"2nd floor, Metro station, next to Kataria Hospital, near Yerwada, Nawanagar, Yerwada Village, Yerawada, Pune, Maharashtra 411006, India",9,0,0,13,10,0,3,0,1,31,45,0,52,100,0,100,0,20,100
pun091,Pune,The President Hotel - Banquets - Restaurant & Bar,18.5129297,73.8370336,"34/11, Prabhat Road, no. 8, Off, Lane, Karve Rd, Abhiman Society, Kachare Colony, Deccan Gymkhana, Pune, Maharashtra 411004, India",45,7,2,71,51,0,3,3,3,81,78,25,100,100,0,100,87,60,100
pun092,Pune,Oxford Golf Resort,18.5261228,73.744323,"MUMBAI-BANGALORE HIGHWAY, next to CRYSTAL HONDA SHOWROOM, Bavdhan, Pune, Lavale, Maharashtra 411021, India",0,0,0,0,0,1,0,0,1,0,0,0,0,0,20,0,0,20,5
pun093,Pune,OSHO International Meditation Resort,18.5364096,73.8882102,"17, 17, 1st Ln, Koregaon Park, Pune, Maharashtra 411001, India",4,0,1,23,10,0,3,0,3,39,52,12,92,100,0,80,0,60,100
pun094,Pune,The Oakwood,18.517584,73.84097299999999,"Good Luck Square, 759/36, Bhandarkar Rd, Deccan Gymkhana, Pune, Maharashtra 411004, India",61,5,0,76,60,1,2,2,5,91,67,0,100,100,20,100,62,100,100
pun095,Pune,Hotel TipTop International,18.595500599999998,73.7553298,"S/No. 153, Wakad Mumbai - Pune expressway, Near, Wakad Rd, Wakadkar Wasti, Hinjawadi, Pune, Pimpri-Chinchwad, Maharashtra 411057, India",11,3,4,58,10,0,8,7,1,5,74,50,100,100,0,100,37,20,86
pun096,Pune,Hotel Ambience Excellency,18.6001829,73.775547,"Servey No. 208/3, Kalewadi Chowk, Vishnu Dev Nagar, Wakd, Pune, Pimpri-Chinchwad, Maharashtra 411057, India",25,9,2,78,16,0,8,6,0,12,81,25,100,100,0,100,100,0,100
pun097,Pune,"Magnus Vosiv Suites, Kalyani Nagar",18.5459396,73.9013686,"Central Ave, Prathamesh Society, Kalyani Nagar, Pune, Maharashtra 411006, India",4,0,1,37,12,1,2,0,0,16,54,12,100,100,20,80,0,0,92
pun098,Pune,THE ATMOS HOTEL,18.591072699999998,73.7481727,"S. No. 21, Plot No, 3, 2, Phase I, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Pimpri-Chinchwad, Maharashtra 411057, India",5,6,2,23,12,0,6,8,2,1,74,25,92,100,0,100,75,40,68
pun099,Pune,Hotel Swan Inn Near Shaniwar Wada,18.523279300000002,73.8489927,"1301, Jangali Maharaj Rd, near Balgandhrav Square, Shivajinagar, Pune, Maharashtra 411005, India",52,0,0,61,39,3,3,2,5,87,55,0,100,100,60,100,0,100,100
pun100,Pune,Hotel O Suyog Inn,18.482495399999998,73.9544014,"Pune Saswad Rd, next to SP Infocity, near ICICI bank, Bhekrai Nagar, Pune, Maharashtra 412038, India",9,0,0,1,0,0,0,0,0,3,20,0,4,0,0,100,0,0,17
pun101,Pune,Vishwakamal Lodge | FAMILY FRIENDLY LODGE AND HOTEL IN PUNE |,18.4913457,73.8579402,"Plot No, 475, Pune - Satara Rd, opposite Paravati Post Office, Adinath Society, Parsanees Colony, Gultekadi, Pune, Maharashtra 411037, India",28,1,0,9,11,0,2,1,1,8,44,0,36,100,0,100,12,20,54
