hotel_id,city,display_name,latitude,longitude,formatted_address,hospitals_count_1km,pharmacies_count_1km,shopping_count_1km,restaurants_count_1km,banks_count_1km,parks_count_1km,fuel_stations_count_2_5km,ev_charging_count_2_5km,entertainment_count_2_5km,transport_hubs_count_2_5km,walkability_score,shopping_score,restaurant_score,bank_score,green_space_score,hospital_score,pharmacy_score,entertainment_score,locality_score
mum011,Mumbai,"ITC Maratha, a Luxury Collection Hotel, Mumbai",19.1038836,72.8701653,"Chhatrapati Shivaji Maharaj Int'l Airport Rd, near International Airport, Ashok Nagar, Andheri East, Mumbai, Maharashtra 400099, India",13,0,1,27,12,2,9,0,6,36,58,12,100,100,40,100,0,100,100
mum012,Mumbai,Radisson Blu Mumbai International Airport,19.1102222,72.8786221,"Off Marol Maroshi Rd, near Metro Station Marol Naka, Bori Colony, Gamdevi, Marol, Andheri East, Mumbai, Maharashtra 400059, India",9,0,1,21,1,0,9,0,5,39,41,12,84,10,0,100,0,100,100
mum013,Mumbai,Novotel Mumbai Juhu Beach,19.1086322,72.8243853,"Balraj Sahni Rd, Juhu, Mumbai, Maharashtra 400049, India",4,4,4,32,14,0,4,0,3,20,73,50,100,100,0,80,50,60,100
mum014,Mumbai,"The Oberoi, Mumbai",18.926812599999998,72.8201297,"Nariman Point, Mumbai, Maharashtra 400021, India",5,0,1,17,8,1,6,0,6,34,48,12,68,80,20,100,0,100,100
mum015,Mumbai,Hyatt Regency Mumbai,19.103683999999998,72.87136799999999,"Chhatrapati Shivaji Maharaj Int'l Airport Rd, Ashok Nagar, Andheri East, Mumbai, Maharashtra 400099, India",10,1,2,28,11,2,9,0,5,36,63,25,100,100,40,100,12,100,100
mum016,Mumbai,Grand Hyatt Mumbai Hotel & Residences,19.0768067,72.8511248,"Bandra Kurla Complex, Siddharath Nagar, Vakola, Vicinity, Mumbai, Maharashtra 400055, India",13,2,2,6,8,1,2,0,5,35,48,25,24,80,20,100,25,100,100
mum017,Mumbai,The Leela Mumbai - Resort Style Business Hotel,19.1090922,72.87381859999999,"Sahar Airport Road, Andheri - Kurla Rd, near Mumbai International Airport, Mariyyman Nagar, Greater Indra Nagar, Andheri East, Mumbai, Maharashtra 400059, India",13,0,2,20,4,0,9,0,5,35,48,25,80,40,0,100,0,100,100
mum018,Mumbai,"Trident, Bandra Kurla, Mumbai",19.0666028,72.86743179999999,"C 56, G Block BKC, Bandra Kurla Complex, Bandra East, Mumbai, Maharashtra 400098, India",6,0,0,26,12,1,4,0,5,40,55,0,100,100,20,100,0,100,100
mum019,Mumbai,Hotel Sahara Star,19.095726,72.8536539,"Chhatrapati Shivaji International, 70-C, Nehru Rd, Navpada, Airport Area, Vile Parle, Mumbai, Maharashtra 400099, India",11,3,1,17,16,0,5,0,7,40,59,12,68,100,0,100,37,100,100
mum020,Mumbai,Radisson Hotel Mumbai Andheri MIDC,19.1175169,72.8649065,"X, 22, MIDC Central Rd, Hanuman Nagar, Andheri East, Mumbai, Maharashtra 400093, India",10,1,1,14,1,1,5,0,6,56,38,12,56,10,20,100,12,100,100
mum021,Mumbai,Bloom Hotel - Worli,18.994340599999997,72.81985449999999,"Ground Flr, Dr Elijah Moses Rd, near Kathreena Tyre Services, Gandhi Nagar, Upper Worli, Worli, Mumbai, Maharashtra 400018, India",7,0,2,15,2,0,9,0,1,33,41,25,60,20,0,100,0,20,100
mum022,Mumbai,THE BEST HOTEL MUMBAI,19.1166651,72.882162,"Twin Arcade, A Wing, Military Rd, above Unity Finance Bank, Sankasth Pada Welfare Society, Marol, Andheri East, Mumbai, Maharashtra 400059, India",10,0,3,9,0,0,9,0,2,36,36,37,36,0,0,100,0,40,100
mum023,Mumbai,Holiday Inn Mumbai International Airport by IHG,19.102983299999998,72.8872839,"Sakinaka, Junction, Andheri - Kurla Rd, Safed Pul, Andheri East, Mumbai, Maharashtra 400072, India",16,0,2,22,9,2,8,0,1,31,57,25,88,90,40,100,0,20,100
mum024,Mumbai,Hotel Kemps Corner,18.9639052,72.8065671,"131, August Kranti Rd, Kemps Corner, Malabar Hill, Mumbai, Maharashtra 400026, India",28,0,1,14,3,3,9,0,8,27,38,12,56,30,60,100,0,100,100
mum025,Mumbai,Fairmont Mumbai,19.1019076,72.8769075,"C06 At, Chhatrapati Shivaji Maharaj International Airport Mumbai, Terminal 2, C T S No 1405 (Part, Navpada, Maharaj, Vile Parle, Mumbai, Maharashtra 400099, India",3,1,0,35,8,0,8,0,4,29,46,0,100,80,0,60,12,80,100
mum026,Mumbai,Hotel Mumbai International,19.106638,72.85987349999999,"SA CHAMBER, Sahar Rd, Mahatma Kabir Nagar, Chakala, ANDHERI (E, Mumbai, Maharashtra 400099, India",11,4,1,25,22,3,6,0,6,58,68,12,100,100,60,100,50,100,100
mum027,Mumbai,"Aurika by Lemon Tree Hotels, Mumbai International Airport",19.1037504,72.86309829999999,"NS C-04, CTS No. 145, A, Skycity, Chhatrapati Shivaji Maharaj Int'l Airport Rd, near Mumbai International Airport, AAI Colony, J B Nagar, Andheri East, Mumbai, Maharashtra 400099, India",8,2,1,11,12,3,8,0,7,54,51,12,44,100,60,100,25,100,100
mum028,Mumbai,The Orchid Hotel Mumbai Vile Parle,19.0973152,72.85495829999999,"T1, 70-C, Nehru Rd, near Chhatrapati Shivaji Maharaj International Airport Mumbai, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400099, India",12,3,1,18,17,0,5,0,7,41,59,12,72,100,0,100,37,100,100
mum029,Mumbai,"Ginger Mumbai, Andheri East",19.115930799999997,72.8503952,"Teli Gali, Andheri East, Mumbai, Maharashtra 400069, India",36,1,1,23,12,1,5,0,8,56,58,12,92,100,20,100,12,100,100
mum030,Mumbai,ibis Mumbai Vikhroli,19.1203687,72.9255727,"Cts No 17, Lal Bhahdur, Lal Bahadur Shastri Marg, Chandan Nagar, Vikhroli West, Mumbai, Maharashtra 400083, India",11,2,4,1,4,2,6,0,2,41,44,50,4,40,40,100,25,40,100
mum031,Mumbai,Goldfinch Hotel,19.1197671,72.87013379999999,"Plot No.34, 21, MIDC Central Rd, near Akruti Center Point, Chakala Industrial Area (MIDC), Andheri East, Mumbai, Maharashtra 400093, India",9,0,0,11,2,0,8,0,4,57,31,0,44,20,0,100,0,80,100
mum032,Mumbai,"Trident, Nariman Point, Mumbai",18.9278282,72.8210182,"Cr2 Mall, Netaji Subhash Chandra Bose Rd, Nariman Point, Mumbai, Maharashtra 400021, India",5,0,1,21,8,1,6,0,6,34,51,12,84,80,20,100,0,100,100
mum033,Mumbai,The Westin Mumbai Garden City,19.1728698,72.860506,"Oberoi Garden City, International Business Park, Yashodham, Goregaon, Mumbai, Maharashtra 400063, India",13,0,1,3,1,4,2,1,2,22,26,12,12,10,80,100,0,40,98
mum034,Mumbai,Kohinoor Continental,19.1122731,72.8679607,"Andheri - Kurla Rd, J B Nagar, Andheri East, Mumbai, Maharashtra 400059, India",15,1,2,22,10,3,9,0,5,57,61,25,88,100,60,100,12,100,100
mum035,Mumbai,ibis Mumbai Airport,19.096665599999998,72.8534991,"Junction Of Nehru Road, Plot No F 77, Western Express Hwy, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400099, India",13,3,1,21,18,0,5,0,7,40,62,12,84,100,0,100,37,100,100
mum036,Mumbai,"Taj Mahal Tower, Mumbai",18.9214646,72.83326029999999,"PJ Ramchandani Marg, Apollo Bandar, Colaba, Mumbai, Maharashtra 400001, India",9,4,2,71,13,1,5,0,6,29,71,25,100,100,20,100,50,100,100
mum037,Mumbai,InterContinental Marine Drive-Mumbai by IHG,18.9350617,72.8244047,"135, Marine Dr, Churchgate, Mumbai, Maharashtra 400020, India",4,3,2,50,16,1,8,0,7,51,64,25,100,100,20,80,37,100,100
mum038,Mumbai,JW Marriott Mumbai Sahar,19.102507199999998,72.8782482,"Chhatrapati Shivaji International Airport, IA Project Rd, Navpada, Vile Parle East, Vile Parle, Andheri, Mumbai, Maharashtra 400099, India",7,0,0,40,9,1,8,0,3,27,53,0,100,90,20,100,0,60,100
mum039,Mumbai,"Hotel Pearl View - Hotel Near US Consulate, Mumbai - Bandra Kurla Complex (BKC), Mumbai",19.0545527,72.868365,"L G C 4 1/2, Lal Bahadur Shastri Marg, near Maharashtra Kanta, Kurla West, Indra Nagar, Mumbai, Maharashtra 400070, India",10,0,0,15,4,1,3,0,4,39,38,0,60,40,20,100,0,80,100
mum040,Mumbai,Niranta Airport Transit Hotel,19.0993796,72.8745453,"Chhatrapati Shivaji Maharaj International Airport Terminal 2 International Airport At, Maharaj, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400099, India",1,1,0,18,2,0,9,0,4,32,23,0,72,20,0,20,12,80,100
mum041,Mumbai,Hotel Marine Plaza,18.9313358,72.8230561,"29, Marine Dr, Chowpatty, Marine Lines, Mumbai, Maharashtra 400020, India",2,0,1,34,9,1,6,0,6,44,44,12,100,90,20,40,0,100,100
mum042,Mumbai,Fairfield by Marriott Mumbai International Airport,19.0997359,72.880209,"Samitha Industrial Estate, Plot No. 16-B, Andheri - Kurla Rd, Saki Naka, Mumbai, Maharashtra 400072, India",7,1,3,35,10,3,8,0,3,28,66,37,100,100,60,100,12,60,100
mum043,Mumbai,The St. Regis Mumbai,18.994481699999998,72.8240099,"462, Senapati Bapat Marg, Lower Parel, Mumbai, Maharashtra 400013, India",9,0,2,16,4,0,9,0,1,46,45,25,64,40,0,100,0,20,100
mum044,Mumbai,Bloom Hotel - Juhu,19.0913512,72.8278815,"NO. 5, Juhu Tara Rd, near Bank Of India ATM, Shivaji Nagr, Juhu, Mumbai, Maharashtra 400049, India",2,1,0,27,13,0,3,0,2,21,45,0,100,100,0,40,12,40,100
mum045,Mumbai,Hotel Nest N Rest - Mumbai,19.0998311,72.8881066,"9, Metro Station, Habibunnisa Vajid Ali Compound, 10, 90 Feet Rd, opp. Lokmanya Tilak Nagar, near Sakinaka, Lokmanya Tilak Nagar, Andheri East, Mumbai, Maharashtra 400072, India",16,0,4,14,8,3,8,0,1,30,55,50,56,80,60,100,0,20,100
mum046,Mumbai,Hotel Sea Princess,19.093410199999997,72.8281295,"Juhu Tara Rd, near Juhu, Beach, Juhu, Mumbai, Maharashtra 400049, India",0,1,1,32,15,0,3,0,4,18,40,12,100,100,0,0,12,80,100
mum047,Mumbai,Avion Hotel,19.0962142,72.8524446,"Airport Rd, opposite Mumbai Domestic Airport, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400057, India",12,3,1,24,19,0,5,0,7,40,64,12,96,100,0,100,37,100,100
mum048,Mumbai,Courtyard by Marriott Mumbai International Airport,19.1140703,72.8641579,"CTS 215, Andheri - Kurla Rd, opposite Carnival Cinemas, Hanuman Nagar, Andheri East, Mumbai, Maharashtra 400059, India",14,1,1,17,11,3,4,0,6,53,54,12,68,100,60,100,12,100,100
mum049,Mumbai,The Ambassador,18.933901499999997,72.82476989999999,"Plot 7, Block 1, Veer Nariman Rd, Churchgate, Mumbai, Maharashtra 400020, India",4,3,2,58,20,1,7,0,6,45,64,25,100,100,20,80,37,100,100
mum050,Mumbai,Hotel Fortune Mumbai,18.9430727,72.82797049999999,"36/38, 1st, 3rd Marine St, near metro Cinema, Dhobi Talao, Sonapur, Marine Lines, Mumbai, Maharashtra 400002, India",6,5,1,34,9,1,12,0,13,58,68,12,100,90,20,100,62,100,100
mum051,Mumbai,The Sahil Hotel,18.9686876,72.82368319999999,"292, JB Behram Marg, opp. City Centre Mall, RBI Staff Colony, Mumbai Central, Mumbai, Maharashtra 400008, India",18,4,2,20,5,7,10,0,8,60,59,25,80,50,100,100,50,100,100
mum052,Mumbai,Kohinoor Elite,19.0806968,72.885526,"Kirol Rd, Kurla West, Kurla, Mumbai, Maharashtra 400070, India",11,4,3,11,6,0,7,0,4,42,57,37,44,60,0,100,50,80,100
mum053,Mumbai,Grand Hotel,18.936215999999998,72.84082699999999,"17, Shri S.R. Marg, Ballard Estate, Fort, Mumbai, Maharashtra 400001, India",3,0,2,40,28,0,10,0,6,50,53,25,100,100,0,60,0,100,100
mum054,Mumbai,"Hotel Royce Executive Near US Consulate, Bandra Kurla Complex",19.075507299999998,72.8737757,"C S T Road Kapadia Nagar, Bandra Kurla Complex, Rupa Nagar, Kurla West, BKC, Mumbai, Maharashtra 400070, India",11,0,2,13,10,1,4,0,5,26,51,25,52,100,20,100,0,100,100
mum055,Mumbai,"Residency Hotel Fort, Mumbai",18.9351141,72.8335101,"26, Rustom Sidhwa Marg, Corner of, Dr Dadabhai Naoroji Rd, Opp Citibank, Borabazar Precinct, Ballard Estate, Fort, Mumbai, Maharashtra 400001, India",5,3,3,91,42,0,9,0,6,50,71,37,100,100,0,100,37,100,100
mum056,Mumbai,Taj Santacruz,19.0927936,72.8541295,"off, Western Express Highway, Domestic Arpt Rd, nr. Chhatrapati Shivaji, Navpada, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400099, India",4,0,0,5,6,0,3,0,6,37,29,0,20,60,0,80,0,100,100
mum057,Mumbai,Hotel Bawa Continental,19.1006285,72.8276202,"Ground Floor, Hotel Bawa Continental, Juhu Tara Rd, Opposite Theosophical Society, Airport Area, Juhu, Mumbai, Maharashtra 400049, India",4,2,3,46,10,0,3,0,4,13,65,37,100,100,0,80,25,80,100
mum058,Mumbai,Hotel Bawa International,19.096474999999998,72.8538355,"Near, Plot No, T1, 2087, Nehru Rd, Extn, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400099, India",12,3,1,19,18,0,5,0,7,40,60,12,76,100,0,100,37,100,100
mum059,Mumbai,Krishna Palace Hotel - Rooms | Restaurants | Banquets,18.962513899999998,72.8142301,"96/98, Naushir Bharucha Marg, Grant Road (W), Nana Chowk, Mumbai, Maharashtra 400007, India",39,2,2,43,8,1,11,0,8,37,63,25,100,80,20,100,25,100,100
mum060,Mumbai,Aureole Hotel,19.115706799999998,72.8536927,"Sir Mathuradas Vasanji Rd, Parsi Colony, Bima Nagar, Andheri East, Mumbai, Maharashtra 400069, India",22,2,1,20,10,1,3,0,7,60,59,12,80,100,20,100,25,100,100
mum061,Mumbai,Sea Palace Hotel Mumbai,18.919086,72.831935,"26, PJ Ramchandani Marg, near Gateway of India, near The TAJ Palace Hotel, Apollo Bandar, Colaba, Mumbai, Maharashtra 400001, India",10,4,2,53,8,1,5,0,6,27,68,25,100,80,20,100,50,100,100
mum062,Mumbai,Novotel Mumbai International Airport,19.1099815,72.87526439999999,"Cts 1359, Metro Station, next to Airport, Bori Colony, Marol, Andheri East, Mumbai, Maharashtra 400059, India",13,0,2,22,4,0,9,0,5,38,49,25,88,40,0,100,0,100,100
mum063,Mumbai,"Hotel Solitaire, Mumbai",19.1088746,72.8565607,"Sahar International Airport Road, opp. Domestic Airport Colony, Shiv Adarsh Society, Parsiwada, Andheri East, Mumbai, Maharashtra 400099, India",17,6,0,28,24,3,5,0,7,58,70,0,100,100,60,100,75,100,100
mum064,Mumbai,Urbanpod Hotel,18.9694718,72.81941909999999,"Main Building, 1st Floor, Railway Station, Mumbai Central, Mumbai, Maharashtra 400008, India",17,0,2,17,4,6,10,0,8,44,45,25,68,40,100,100,0,100,100
mum065,Mumbai,Super Hotel O Mumbai Central formerly Park Palace,18.955606799999998,72.8351369,"Decor Tower, Dontad Street, Khadak St, opposite City Heights Tower, Masjid Bandar, Mumbai, Maharashtra 400070, India",10,2,3,33,5,3,11,0,9,80,61,37,100,50,60,100,25,100,100
mum066,Mumbai,West End Hotel | A Heritage Boutique | Marine Lines | Mumbai,18.9406496,72.82755209999999,"45 45, Anandilal Podar Marg, next to Bombay Hospital, New Marine Lines, Marine Lines, Mumbai, Maharashtra 400020, India",6,5,1,44,10,0,12,0,12,52,70,12,100,100,0,100,62,100,100
mum067,Mumbai,Hotel Amaan Palace,18.9574207,72.8362491,"36/38, Hazrat Abbas Rd, Bhat Bazar, Mandvi, Mumbai, Maharashtra 400009, India",11,4,3,26,4,3,12,0,9,76,65,37,100,40,60,100,50,100,100
mum068,Mumbai,The Regale by Tunga,19.1211262,72.8702649,"Plot No 31, MIDC Central Rd, Chakala Industrial Area (MIDC), Andheri East, Mumbai, Maharashtra 400093, India",6,0,0,6,1,0,6,0,4,54,26,0,24,10,0,100,0,80,100
mum069,Mumbai,The Shalimar Hotel (August Kranti Marg),18.9639998,72.8060284,"August Kranti Rd, Kemps Corner, Malabar Hill, Mumbai, Maharashtra 400026, India",28,0,1,14,3,3,9,0,8,27,38,12,56,30,60,100,0,100,100
mum070,Mumbai,Hotel Naaz Executive,19.092182599999997,72.88301419999999,"Rani Arcade, Samsuddin Nagar, Andheri Kurla Road, Jarimari, Kurla West, Mumbai, Maharashtra 400072, India",5,0,5,8,3,2,11,0,2,28,46,62,32,30,40,100,0,40,100
mum071,Mumbai,Aman Hotel CST,18.9520803,72.8347689,"22 Dhobi Street,, Off: Mohammed Ali Road,, near Zakaria Masjid, Masjid Bandar West, Masjid Bandar, Mumbai, Maharashtra 400003, India",11,1,3,25,5,3,11,0,10,66,59,37,100,50,60,100,12,100,100
mum072,Mumbai,Sofitel Mumbai BKC,19.0674785,72.8690412,"C 57, G Block BKC, Bandra Kurla Complex, Bandra East, Mumbai, Maharashtra 400098, India",8,0,0,25,8,1,4,0,5,41,52,0,100,80,20,100,0,100,100
mum073,Mumbai,Hotel Beach Garden,19.098114199999998,72.8272278,"Juhu Tara Rd, opp. Juhu Beach, Airport Area, Juhu, Mumbai, Maharashtra 400049, India",3,2,3,43,11,0,3,0,4,18,61,37,100,100,0,60,25,80,100
mum074,Mumbai,Hotel Bombay International,18.9680152,72.8283139,"Hotel Bombay International Kedy Compound Nagpada Junction, Madanpura, Mumbai, Maharashtra 400008, India",19,6,3,22,7,6,13,0,8,61,72,37,88,70,100,100,75,100,100
mum075,Mumbai,Soho House Mumbai,19.090141,72.82736799999999,"16, Juhu Tara Rd, Chandrabai Nagar, Juhu, Mumbai, Maharashtra 400049, India",2,1,2,24,13,0,3,0,2,21,50,25,96,100,0,40,12,40,100
mum076,Mumbai,The Westin Mumbai Powai Lake,19.1346952,72.9013915,"2 & 3B, near Chinmayanand Ashram, Kailash Nagar, Mayur Nagar, Morarji Nagar, Powai, Mumbai, Maharashtra 400087, India",0,0,0,6,1,0,2,0,2,12,6,0,24,10,0,0,0,40,52
mum077,Mumbai,Fariyas Hotel Mumbai,18.917096,72.8299091,"WR8H+CXX, 25, Arthur Bunder Rd, Apollo Bandar, Colaba, Mumbai, Maharashtra 400005, India",11,4,2,49,8,1,5,0,6,13,68,25,100,80,20,100,50,100,100
mum078,Mumbai,The Resort,19.173486999999998,72.7958712,"Aksa Beach 11, Madh - Marve Rd, Dharvali, Aksa Gaon, Malad West, Mumbai, Maharashtra 400095, India",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
mum079,Mumbai,"President, Mumbai - IHCL SeleQtions",18.9145683,72.82080619999999,"90, Ganesh Murti Nagar, Cuffe Parade, Mumbai, Maharashtra 400005, India",2,0,1,12,5,0,2,0,4,12,28,12,48,50,0,40,0,80,72
mum080,Mumbai,"Beach House Madh Island, Mumbai, amã Stays & Trails",19.1631788,72.78391409999999,"Erangal Inspection Bungalow Erangal Madh Island, Madh - Marve Rd, Erangal Gaon, Madh, Navi Mumbai, Maharashtra 400061, India",0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,2
mum081,Mumbai,Planet Hollywood Thane City,19.2608858,72.9835943,"7X6M+C9F, 2, Park Ave, Hiranandani Estate, Thane West, Thane, Maharashtra 400607, India",0,1,3,9,4,3,0,0,0,7,24,37,36,40,60,0,12,0,47
mum082,Mumbai,Hilton Garden Inn Mumbai International Airport,19.103760299999998,72.86250129999999,"Sahar Rd, AAI Colony, J B Nagar, Andheri East, Mumbai, Maharashtra 400099, India",7,2,1,11,12,3,7,0,6,55,51,12,44,100,60,100,25,100,100
mum083,Mumbai,Sun-n-Sand Hotel,19.109474799999997,72.8241304,"39, Juhu Beach, Juhu, Mumbai, Maharashtra 400049, India",4,4,2,30,14,0,4,0,4,20,67,25,100,100,0,80,50,80,100
mum084,Mumbai,The Fern Goregaon - An Ecotel Hotel | Mumbai,19.162199299999997,72.8570161,"4/277, I.B Patel Road, Village, Pahadi Rd, behind H.P Petrol Pump, Jay Prakash Nagar, Goregaon, Mumbai, Maharashtra 400063, India",10,0,0,4,9,1,3,1,2,38,36,0,16,90,20,100,0,40,100
mum085,Mumbai,Moxy Mumbai Andheri West,19.1388455,72.83345059999999,"CTS No. 711, Plot No. B-38, Oshiwara, Andheri West, Mumbai, Maharashtra 400053, India",16,4,4,59,19,2,4,0,6,47,77,50,100,100,40,100,50,100,100
mum086,Mumbai,Mirage Hotel Mumbai International Airport,19.1085568,72.8769397,"International Airport, Metro Station Marol Naka, Approach Road, near Marol Aqua, Navpada, Marol, Andheri East, Mumbai, Maharashtra 400059, India",8,0,1,22,2,0,9,0,5,39,43,12,88,20,0,100,0,100,100
mum087,Mumbai,"Meluha The Fern - An Ecotel Hotel, Powai, Mumbai",19.1177527,72.91100399999999,"Central Ave, Hiranandani Gardens, Panchkutir Ganesh Nagar, Powai, Mumbai, Maharashtra 400076, India",6,10,9,92,19,7,6,0,2,42,100,100,100,100,100,100,100,40,100
mum088,Mumbai,Ramada Plaza by Wyndham Palm Grove,19.0986109,72.8266968,"Juhu Beach, Juhu Tara Rd, next to Shivaji Maharaj Statue, Nazir Wadi, Theosophical Housing Colony, Juhu, Mumbai, Maharashtra 400049, India",3,2,3,44,11,0,3,0,4,18,61,37,100,100,0,60,25,80,100
mum089,Mumbai,IRA By Orchid Mumbai - T2 International Airport (Formerly VITS Mumbai ),19.1117694,72.8711694,"Metro Station, IRA By Orchid, Andheri - Kurla Rd, near Chakala, Bhim Nagar, Andheri East, Mumbai, Maharashtra 400059, India",16,0,2,23,9,3,9,0,5,41,58,25,92,90,60,100,0,100,100
mum090,Mumbai,"Vivanta Thane, LBS Road",19.2079064,72.9774881,"Survey No. 29A, Lal Bahadur Shastri Marg, Gokul Nagar, Thane West, Thane, Mumbai, Maharashtra 400601, India",25,0,4,6,5,1,6,0,5,25,44,50,24,50,20,100,0,100,100
mum091,Mumbai,"Lakeside Chalet, Mumbai - Marriott Executive Apartments",19.132884699999998,72.8994373,"2 & 3B, near Chinmayanand Ashram, Kailash Nagar, Mayur Nagar, Morarji Nagar, Powai, Mumbai, Maharashtra 400087, India",0,0,0,6,1,0,2,0,2,13,6,0,24,10,0,0,0,40,55
mum092,Mumbai,"Taj Wellington Mews, Mumbai",18.921932899999998,72.8285411,"33, Nathalal Parikh Marg, Cusrow Baug Colony, Apollo Bandar, Colaba, Mumbai, Maharashtra 400001, India",10,4,3,81,20,2,5,0,6,29,74,37,100,100,40,100,50,100,100
mum093,Mumbai,Le Sutra Hotel Mumbai,19.0718145,72.8254336,"14, next to Olive Restaurant, Union Park, Khar West, Mumbai, Maharashtra 400052, India",6,5,0,46,27,1,1,0,5,30,67,0,100,100,20,100,62,100,100
mum094,Mumbai,The Gordon House Hotel,18.923953,72.8327868,"5, Battery St, Apollo Bandar, Colaba, Mumbai, Maharashtra 400039, India",9,4,4,87,30,1,6,0,6,34,77,50,100,100,20,100,50,100,100
mum095,Mumbai,Hotel Peninsula Grand,19.102501399999998,72.8886119,"Hotel Peninsula Grand, Junction, Lokmanya Tilak Nagar, Saki Naka, Andheri, Mumbai, Maharashtra 400072, India",16,0,2,21,9,2,8,0,1,28,56,25,84,90,40,100,0,20,100
mum096,Mumbai,"Fortune Park Lake City, Thane - Member ITC hotels' group",19.2098624,72.9727779,"Eastern Express Hwy, near Jupiter Medi-park, Laxmi Nagar, Thane West, Thane, Maharashtra 400601, India",20,0,3,4,8,1,6,0,5,11,44,37,16,80,20,100,0,100,87
mum097,Mumbai,Mogul Palace Hotel,18.9546063,72.8354824,"20, Dontad Cross Ln, off Yusuf Meher Ali Road, Pydhonie, Mandvi, Mumbai, Maharashtra 400009, India",9,3,4,29,5,3,11,0,9,79,67,50,100,50,60,100,37,100,100
mum098,Mumbai,Hotel Milan International,19.0882082,72.8420096,"Hotel Milan International, 1st Rd, near Milan Subway, Koth Wadi Area, MSEB Colony, Santacruz (West), Mumbai, Maharashtra 400054, India",24,1,4,1,8,0,3,0,3,38,47,50,4,80,0,100,12,60,100
mum099,Mumbai,T24 Retro - 4 Star Boutique Hotel,19.0970747,72.8540313,"Nehru Rd, near Terminal 1, Ext, Vile Parle East, Vile Parle, Mumbai, Maharashtra 400099, India",13,3,1,18,18,0,5,0,7,40,59,12,72,100,0,100,37,100,100
